PIN,Invesco India ETF,
Date,Price,Annualized Dividend
06/14/2013,15.98,0.197
06/17/2013,16.1,0.197
06/17/2013,16.1,0.197
06/18/2013,15.73,0.197
06/18/2013,15.94,0.197
06/19/2013,15.95,0.197
06/19/2013,15.43,0.197
06/20/2013,15.19,0.197
06/20/2013,14.74,0.197
06/21/2013,15.24,0.21499999999999997
06/21/2013,15.32,0.21499999999999997
06/24/2013,14.96,0.21499999999999997
06/24/2013,14.89,0.21499999999999997
06/25/2013,15.1,0.21499999999999997
06/25/2013,15.25,0.21499999999999997
06/26/2013,14.9,0.21499999999999997
06/26/2013,15.06,0.21499999999999997
06/27/2013,15.27,0.21499999999999997
06/27/2013,15.54,0.21499999999999997
06/28/2013,15.7,0.21499999999999997
06/28/2013,15.69,0.21499999999999997
07/01/2013,15.92,0.21499999999999997
07/01/2013,15.85,0.21499999999999997
07/02/2013,15.76,0.21499999999999997
07/02/2013,15.59,0.21499999999999997
07/03/2013,15.35,0.21499999999999997
07/03/2013,15.31,0.21499999999999997
07/05/2013,15.42,0.21499999999999997
07/05/2013,15.28,0.21499999999999997
07/08/2013,15.23,0.21499999999999997
07/08/2013,15.41,0.21499999999999997
07/09/2013,15.49,0.21499999999999997
07/09/2013,15.55,0.21499999999999997
07/10/2013,15.48,0.21499999999999997
07/10/2013,15.32,0.21499999999999997
07/11/2013,15.76,0.21499999999999997
07/11/2013,15.99,0.21499999999999997
07/12/2013,16.1,0.21499999999999997
07/12/2013,16.01,0.21499999999999997
07/15/2013,16.13,0.21499999999999997
07/15/2013,16.33,0.21499999999999997
07/16/2013,16.24,0.21499999999999997
07/16/2013,16.44,0.21499999999999997
07/17/2013,16.44,0.21499999999999997
07/17/2013,16.48,0.21499999999999997
07/18/2013,16.59,0.21499999999999997
07/18/2013,16.5,0.21499999999999997
07/19/2013,16.58,0.21499999999999997
07/19/2013,16.45,0.21499999999999997
07/22/2013,16.42,0.21499999999999997
07/22/2013,16.53,0.21499999999999997
07/23/2013,16.55,0.21499999999999997
07/23/2013,16.41,0.21499999999999997
07/24/2013,16.56,0.21499999999999997
07/24/2013,16.4,0.21499999999999997
07/25/2013,16.4,0.21499999999999997
07/25/2013,16.39,0.21499999999999997
07/26/2013,16.24,0.21499999999999997
07/26/2013,16.31,0.21499999999999997
07/29/2013,16.04,0.21499999999999997
07/29/2013,16.01,0.21499999999999997
07/30/2013,15.48,0.21499999999999997
07/30/2013,15.38,0.21499999999999997
07/31/2013,15.47,0.21499999999999997
07/31/2013,15.48,0.21499999999999997
08/01/2013,15.5,0.21499999999999997
08/01/2013,15.67,0.21499999999999997
08/02/2013,15.33,0.21499999999999997
08/02/2013,15.39,0.21499999999999997
08/05/2013,15.29,0.21499999999999997
08/05/2013,15.15,0.21499999999999997
08/06/2013,14.93,0.21499999999999997
08/06/2013,14.85,0.21499999999999997
08/07/2013,14.83,0.21499999999999997
08/07/2013,14.8,0.21499999999999997
08/08/2013,15.07,0.21499999999999997
08/08/2013,15.2,0.21499999999999997
08/09/2013,15.16,0.21499999999999997
08/09/2013,15.15,0.21499999999999997
08/12/2013,15.1,0.21499999999999997
08/12/2013,15.17,0.21499999999999997
08/13/2013,15.31,0.21499999999999997
08/13/2013,15.37,0.21499999999999997
08/14/2013,15.44,0.21499999999999997
08/14/2013,15.54,0.21499999999999997
08/15/2013,15.41,0.21499999999999997
08/15/2013,15.34,0.21499999999999997
08/16/2013,14.75,0.21499999999999997
08/16/2013,14.57,0.21499999999999997
08/19/2013,14.23,0.21499999999999997
08/19/2013,13.97,0.21499999999999997
08/20/2013,14.21,0.21499999999999997
08/20/2013,14.34,0.21499999999999997
08/21/2013,13.74,0.21499999999999997
08/21/2013,13.47,0.21499999999999997
08/22/2013,13.93,0.21499999999999997
08/22/2013,14.05,0.21499999999999997
08/23/2013,14.26,0.21499999999999997
08/23/2013,14.32,0.21499999999999997
08/26/2013,14.18,0.21499999999999997
08/26/2013,13.97,0.21499999999999997
08/27/2013,13.22,0.21499999999999997
08/27/2013,13.17,0.21499999999999997
08/28/2013,12.82,0.21499999999999997
08/28/2013,13.18,0.21499999999999997
08/29/2013,13.44,0.21499999999999997
08/29/2013,13.38,0.21499999999999997
08/30/2013,13.76,0.21499999999999997
08/30/2013,13.8,0.21499999999999997
09/03/2013,13.31,0.21499999999999997
09/03/2013,13.18,0.21499999999999997
09/04/2013,13.76,0.21499999999999997
09/04/2013,14.08,0.21499999999999997
09/05/2013,14.18,0.21499999999999997
09/05/2013,14.43,0.21499999999999997
09/06/2013,14.74,0.21499999999999997
09/06/2013,14.84,0.21499999999999997
09/09/2013,14.92,0.21499999999999997
09/09/2013,15.3,0.21499999999999997
09/10/2013,15.55,0.21499999999999997
09/10/2013,15.55,0.21499999999999997
09/11/2013,15.56,0.21499999999999997
09/11/2013,15.61,0.21499999999999997
09/12/2013,15.42,0.21499999999999997
09/12/2013,15.21,0.21499999999999997
09/13/2013,15.26,0.21499999999999997
09/13/2013,15.52,0.21499999999999997
09/16/2013,15.5,0.21499999999999997
09/16/2013,15.43,0.21499999999999997
09/17/2013,15.4,0.21499999999999997
09/17/2013,15.48,0.21499999999999997
09/18/2013,15.38,0.21499999999999997
09/18/2013,16.34,0.21499999999999997
09/19/2013,16.36,0.21499999999999997
09/19/2013,16.23,0.21499999999999997
09/20/2013,15.93,0.16399999999999998
09/20/2013,15.66,0.16399999999999998
09/23/2013,15.65,0.16399999999999998
09/23/2013,15.63,0.16399999999999998
09/24/2013,15.55,0.16399999999999998
09/24/2013,15.58,0.16399999999999998
09/25/2013,15.62,0.16399999999999998
09/25/2013,15.57,0.16399999999999998
09/26/2013,15.69,0.16399999999999998
09/26/2013,15.78,0.16399999999999998
09/27/2013,15.44,0.16399999999999998
09/27/2013,15.15,0.16399999999999998
09/30/2013,15.04,0.16399999999999998
09/30/2013,15.18,0.16399999999999998
10/01/2013,15.19,0.16399999999999998
10/01/2013,15.44,0.16399999999999998
10/02/2013,15.38,0.16399999999999998
10/02/2013,15.54,0.16399999999999998
10/03/2013,15.77,0.16399999999999998
10/03/2013,15.67,0.16399999999999998
10/04/2013,15.72,0.16399999999999998
10/04/2013,15.95,0.16399999999999998
10/07/2013,15.81,0.16399999999999998
10/07/2013,15.86,0.16399999999999998
10/08/2013,15.81,0.16399999999999998
10/08/2013,15.49,0.16399999999999998
10/09/2013,15.91,0.16399999999999998
10/09/2013,15.94,0.16399999999999998
10/10/2013,16.23,0.16399999999999998
10/10/2013,16.5,0.16399999999999998
10/11/2013,16.22,0.16399999999999998
10/11/2013,16.36,0.16399999999999998
10/14/2013,16.32,0.16399999999999998
10/14/2013,16.65,0.16399999999999998
10/15/2013,16.36,0.16399999999999998
10/15/2013,16.15,0.16399999999999998
10/16/2013,16.24,0.16399999999999998
10/16/2013,16.43,0.16399999999999998
10/17/2013,16.32,0.16399999999999998
10/17/2013,16.53,0.16399999999999998
10/18/2013,16.67,0.16399999999999998
10/18/2013,16.61,0.16399999999999998
10/21/2013,16.63,0.16399999999999998
10/21/2013,16.53,0.16399999999999998
10/22/2013,16.82,0.16399999999999998
10/22/2013,16.79,0.16399999999999998
10/23/2013,16.41,0.16399999999999998
10/23/2013,16.33,0.16399999999999998
10/24/2013,16.38,0.16399999999999998
10/24/2013,16.3,0.16399999999999998
10/25/2013,16.3,0.16399999999999998
10/25/2013,16.37,0.16399999999999998
10/28/2013,16.21,0.16399999999999998
10/28/2013,16.24,0.16399999999999998
10/29/2013,16.41,0.16399999999999998
10/29/2013,16.54,0.16399999999999998
10/30/2013,16.57,0.16399999999999998
10/30/2013,16.47,0.16399999999999998
10/31/2013,16.64,0.16399999999999998
10/31/2013,16.42,0.16399999999999998
11/01/2013,16.53,0.16399999999999998
11/01/2013,16.49,0.16399999999999998
11/04/2013,16.57,0.16399999999999998
11/04/2013,16.65,0.16399999999999998
11/05/2013,16.46,0.16399999999999998
11/05/2013,16.3,0.16399999999999998
11/06/2013,16.32,0.16399999999999998
11/06/2013,16.32,0.16399999999999998
11/07/2013,16.3,0.16399999999999998
11/07/2013,15.89,0.16399999999999998
11/08/2013,15.74,0.16399999999999998
11/08/2013,15.74,0.16399999999999998
11/11/2013,15.64,0.16399999999999998
11/11/2013,15.56,0.16399999999999998
11/12/2013,15.38,0.16399999999999998
11/12/2013,15.21,0.16399999999999998
11/13/2013,15.38,0.16399999999999998
11/13/2013,15.57,0.16399999999999998
11/14/2013,15.57,0.16399999999999998
11/14/2013,15.8,0.16399999999999998
11/15/2013,15.95,0.16399999999999998
11/15/2013,15.99,0.16399999999999998
11/18/2013,16.2,0.16399999999999998
11/18/2013,16.2,0.16399999999999998
11/19/2013,16.21,0.16399999999999998
11/19/2013,16.06,0.16399999999999998
11/20/2013,15.91,0.16399999999999998
11/20/2013,15.77,0.16399999999999998
11/21/2013,15.57,0.16399999999999998
11/21/2013,15.54,0.16399999999999998
11/22/2013,15.61,0.16399999999999998
11/22/2013,15.78,0.16399999999999998
11/25/2013,15.92,0.16399999999999998
11/25/2013,15.67,0.16399999999999998
11/26/2013,15.63,0.16399999999999998
11/26/2013,15.73,0.16399999999999998
11/27/2013,15.74,0.16399999999999998
11/27/2013,15.72,0.16399999999999998
11/29/2013,15.99,0.16399999999999998
11/29/2013,16.03,0.16399999999999998
12/02/2013,16.11,0.16399999999999998
12/02/2013,15.88,0.16399999999999998
12/03/2013,16.03,0.16399999999999998
12/03/2013,15.86,0.16399999999999998
12/04/2013,16.07,0.16399999999999998
12/04/2013,16.33,0.16399999999999998
12/05/2013,16.26,0.16399999999999998
12/05/2013,16.2,0.16399999999999998
12/06/2013,16.43,0.16399999999999998
12/06/2013,16.75,0.16399999999999998
12/09/2013,16.83,0.16399999999999998
12/09/2013,16.85,0.16399999999999998
12/10/2013,16.72,0.16399999999999998
12/10/2013,16.73,0.16399999999999998
12/11/2013,16.56,0.16399999999999998
12/11/2013,16.34,0.16399999999999998
12/12/2013,16.05,0.16399999999999998
12/12/2013,16.03,0.16399999999999998
12/13/2013,16.01,0.16399999999999998
12/13/2013,16.01,0.16399999999999998
12/16/2013,16.12,0.16399999999999998
12/16/2013,16.2,0.16399999999999998
12/17/2013,16.05,0.16399999999999998
12/17/2013,16.05,0.16399999999999998
12/18/2013,16.18,0.16399999999999998
12/18/2013,16.5,0.16399999999999998
12/19/2013,16.12,0.16399999999999998
12/19/2013,15.99,0.16399999999999998
12/20/2013,16.45,0.085
12/20/2013,16.55,0.085
12/23/2013,16.55,0.085
12/23/2013,16.55,0.085
12/24/2013,16.53,0.085
12/24/2013,16.58,0.085
12/26/2013,16.5,0.085
12/26/2013,16.44,0.085
12/27/2013,16.63,0.085
12/27/2013,16.59,0.085
12/30/2013,16.58,0.085
12/30/2013,16.69,0.085
12/31/2013,16.54,0.085
12/31/2013,16.75,0.085
01/02/2014,16.37,0.085
01/02/2014,16.02,0.085
01/03/2014,16.28,0.085
01/03/2014,16.31,0.085
01/06/2014,16.28,0.085
01/06/2014,16.16,0.085
01/07/2014,16.1,0.085
01/07/2014,16.12,0.085
01/08/2014,16.16,0.085
01/08/2014,16.16,0.085
01/09/2014,16.25,0.085
01/09/2014,16.23,0.085
01/10/2014,16.4,0.085
01/10/2014,16.62,0.085
01/13/2014,16.75,0.085
01/13/2014,16.54,0.085
01/14/2014,16.68,0.085
01/14/2014,16.76,0.085
01/15/2014,16.82,0.085
01/15/2014,16.82,0.085
01/16/2014,16.82,0.085
01/16/2014,16.74,0.085
01/17/2014,16.66,0.085
01/17/2014,16.53,0.085
01/21/2014,16.64,0.085
01/21/2014,16.57,0.085
01/22/2014,16.8,0.085
01/22/2014,16.83,0.085
01/23/2014,16.75,0.085
01/23/2014,16.52,0.085
01/24/2014,16.28,0.085
01/24/2014,15.95,0.085
01/27/2014,15.96,0.085
01/27/2014,15.77,0.085
01/28/2014,15.94,0.085
01/28/2014,15.96,0.085
01/29/2014,15.82,0.085
01/29/2014,15.61,0.085
01/30/2014,15.94,0.085
01/30/2014,15.99,0.085
01/31/2014,15.91,0.085
01/31/2014,15.9,0.085
02/03/2014,15.83,0.085
02/03/2014,15.43,0.085
02/04/2014,15.78,0.085
02/04/2014,15.91,0.085
02/05/2014,15.84,0.085
02/05/2014,15.72,0.085
02/06/2014,15.87,0.085
02/06/2014,16.11,0.085
02/07/2014,16.06,0.085
02/07/2014,16.07,0.085
02/10/2014,15.9,0.085
02/10/2014,15.81,0.085
02/11/2014,15.88,0.085
02/11/2014,16.15,0.085
02/12/2014,16.17,0.085
02/12/2014,16.17,0.085
02/13/2014,15.72,0.085
02/13/2014,15.91,0.085
02/14/2014,16.03,0.085
02/14/2014,16.19,0.085
02/18/2014,16.07,0.085
02/18/2014,15.98,0.085
02/19/2014,16.09,0.085
02/19/2014,15.96,0.085
02/20/2014,15.94,0.085
02/20/2014,16.12,0.085
02/21/2014,16.09,0.085
02/21/2014,16.17,0.085
02/24/2014,16.09,0.085
02/24/2014,16.2,0.085
02/25/2014,16.18,0.085
02/25/2014,16.05,0.085
02/26/2014,16.15,0.085
02/26/2014,16.09,0.085
02/27/2014,16.12,0.085
02/27/2014,16.34,0.085
02/28/2014,16.4,0.085
02/28/2014,16.23,0.085
03/03/2014,16.05,0.085
03/03/2014,15.93,0.085
03/04/2014,16.38,0.085
03/04/2014,16.49,0.085
03/05/2014,16.5,0.085
03/05/2014,16.69,0.085
03/06/2014,16.91,0.085
03/06/2014,17.06,0.085
03/07/2014,16.99,0.085
03/07/2014,16.88,0.085
03/10/2014,17.09,0.085
03/10/2014,17.07,0.085
03/11/2014,17.0,0.085
03/11/2014,16.81,0.085
03/12/2014,16.86,0.085
03/12/2014,16.98,0.085
03/13/2014,16.82,0.085
03/13/2014,16.6,0.085
03/14/2014,16.75,0.085
03/14/2014,16.72,0.085
03/17/2014,16.83,0.085
03/17/2014,16.93,0.085
03/18/2014,16.9,0.085
03/18/2014,17.13,0.085
03/19/2014,16.9,0.085
03/19/2014,16.64,0.085
03/20/2014,16.74,0.085
03/20/2014,16.96,0.085
03/21/2014,16.85,0.14600000000000002
03/21/2014,16.78,0.14600000000000002
03/24/2014,17.05,0.14600000000000002
03/24/2014,17.19,0.14600000000000002
03/25/2014,17.24,0.14600000000000002
03/25/2014,17.36,0.14600000000000002
03/26/2014,17.41,0.14600000000000002
03/26/2014,17.37,0.14600000000000002
03/27/2014,17.42,0.14600000000000002
03/27/2014,17.51,0.14600000000000002
03/28/2014,17.72,0.14600000000000002
03/28/2014,17.81,0.14600000000000002
03/31/2014,17.83,0.14600000000000002
03/31/2014,17.83,0.14600000000000002
04/01/2014,17.98,0.14600000000000002
04/01/2014,18.09,0.14600000000000002
04/02/2014,18.09,0.14600000000000002
04/02/2014,18.15,0.14600000000000002
04/03/2014,17.93,0.14600000000000002
04/03/2014,17.88,0.14600000000000002
04/04/2014,18.01,0.14600000000000002
04/04/2014,17.9,0.14600000000000002
04/07/2014,17.81,0.14600000000000002
04/07/2014,17.83,0.14600000000000002
04/08/2014,17.93,0.14600000000000002
04/08/2014,18.03,0.14600000000000002
04/09/2014,18.09,0.14600000000000002
04/09/2014,18.32,0.14600000000000002
04/10/2014,18.1,0.14600000000000002
04/10/2014,17.81,0.14600000000000002
04/11/2014,17.85,0.14600000000000002
04/11/2014,17.97,0.14600000000000002
04/14/2014,18.0,0.14600000000000002
04/14/2014,18.06,0.14600000000000002
04/15/2014,17.94,0.14600000000000002
04/15/2014,17.8,0.14600000000000002
04/16/2014,17.66,0.14600000000000002
04/16/2014,17.76,0.14600000000000002
04/17/2014,17.94,0.14600000000000002
04/17/2014,18.07,0.14600000000000002
04/21/2014,17.96,0.14600000000000002
04/21/2014,17.95,0.14600000000000002
04/22/2014,17.9,0.14600000000000002
04/22/2014,17.84,0.14600000000000002
04/23/2014,17.83,0.14600000000000002
04/23/2014,17.76,0.14600000000000002
04/24/2014,17.74,0.14600000000000002
04/24/2014,17.83,0.14600000000000002
04/25/2014,17.77,0.14600000000000002
04/25/2014,17.71,0.14600000000000002
04/28/2014,17.74,0.14600000000000002
04/28/2014,17.84,0.14600000000000002
04/29/2014,17.73,0.14600000000000002
04/29/2014,17.92,0.14600000000000002
04/30/2014,17.7,0.14600000000000002
04/30/2014,17.81,0.14600000000000002
05/01/2014,17.74,0.14600000000000002
05/01/2014,17.81,0.14600000000000002
05/02/2014,17.7,0.14600000000000002
05/02/2014,17.91,0.14600000000000002
05/05/2014,17.69,0.14600000000000002
05/05/2014,17.78,0.14600000000000002
05/06/2014,17.79,0.14600000000000002
05/06/2014,17.9,0.14600000000000002
05/07/2014,17.69,0.14600000000000002
05/07/2014,17.75,0.14600000000000002
05/08/2014,17.68,0.14600000000000002
05/08/2014,17.65,0.14600000000000002
05/09/2014,18.07,0.14600000000000002
05/09/2014,18.24,0.14600000000000002
05/12/2014,18.86,0.14600000000000002
05/12/2014,18.89,0.14600000000000002
05/13/2014,18.96,0.14600000000000002
05/13/2014,19.07,0.14600000000000002
05/14/2014,18.95,0.14600000000000002
05/14/2014,18.93,0.14600000000000002
05/15/2014,19.05,0.14600000000000002
05/15/2014,18.86,0.14600000000000002
05/16/2014,19.6,0.14600000000000002
05/16/2014,19.81,0.14600000000000002
05/19/2014,19.93,0.14600000000000002
05/19/2014,20.06,0.14600000000000002
05/20/2014,19.95,0.14600000000000002
05/20/2014,19.95,0.14600000000000002
05/21/2014,19.91,0.14600000000000002
05/21/2014,20.08,0.14600000000000002
05/22/2014,20.22,0.14600000000000002
05/22/2014,20.29,0.14600000000000002
05/23/2014,20.55,0.14600000000000002
05/23/2014,20.6,0.14600000000000002
05/27/2014,20.18,0.14600000000000002
05/27/2014,19.99,0.14600000000000002
05/28/2014,20.01,0.14600000000000002
05/28/2014,19.98,0.14600000000000002
05/29/2014,19.83,0.14600000000000002
05/29/2014,19.75,0.14600000000000002
05/30/2014,19.78,0.14600000000000002
05/30/2014,19.61,0.14600000000000002
06/02/2014,20.13,0.14600000000000002
06/02/2014,20.24,0.14600000000000002
06/03/2014,20.37,0.14600000000000002
06/03/2014,20.45,0.14600000000000002
06/04/2014,20.27,0.14600000000000002
06/04/2014,20.29,0.14600000000000002
06/05/2014,20.74,0.14600000000000002
06/05/2014,20.89,0.14600000000000002
06/06/2014,21.2,0.14600000000000002
06/06/2014,21.29,0.14600000000000002
06/09/2014,21.19,0.14600000000000002
06/09/2014,21.25,0.14600000000000002
06/10/2014,21.22,0.14600000000000002
06/10/2014,21.14,0.14600000000000002
06/11/2014,20.87,0.14600000000000002
06/11/2014,20.86,0.14600000000000002
06/12/2014,21.04,0.14600000000000002
06/12/2014,20.92,0.14600000000000002
06/13/2014,20.54,0.14600000000000002
06/13/2014,20.47,0.14600000000000002
06/16/2014,20.39,0.14600000000000002
06/16/2014,20.31,0.14600000000000002
06/17/2014,20.6,0.14600000000000002
06/17/2014,20.72,0.14600000000000002
06/18/2014,20.45,0.14600000000000002
06/18/2014,20.8,0.14600000000000002
06/19/2014,20.44,0.14600000000000002
06/19/2014,20.33,0.14600000000000002
06/20/2014,20.32,0.136
06/20/2014,20.34,0.136
06/23/2014,20.36,0.136
06/23/2014,20.45,0.136
06/24/2014,20.53,0.136
06/24/2014,20.53,0.136
06/25/2014,20.58,0.136
06/25/2014,20.68,0.136
06/26/2014,20.27,0.136
06/26/2014,20.27,0.136
06/27/2014,20.34,0.136
06/27/2014,20.52,0.136
06/30/2014,20.67,0.136
06/30/2014,20.66,0.136
07/01/2014,20.71,0.136
07/01/2014,20.87,0.136
07/02/2014,21.13,0.136
07/02/2014,21.21,0.136
07/03/2014,21.03,0.136
07/03/2014,21.07,0.136
07/07/2014,21.06,0.136
07/07/2014,21.12,0.136
07/08/2014,20.66,0.136
07/08/2014,20.46,0.136
07/09/2014,20.53,0.136
07/09/2014,20.65,0.136
07/10/2014,20.23,0.136
07/10/2014,20.35,0.136
07/11/2014,20.17,0.136
07/11/2014,20.14,0.136
07/14/2014,20.1,0.136
07/14/2014,20.16,0.136
07/15/2014,20.29,0.136
07/15/2014,20.25,0.136
07/16/2014,20.5,0.136
07/16/2014,20.53,0.136
07/17/2014,20.48,0.136
07/17/2014,20.13,0.136
07/18/2014,20.42,0.136
07/18/2014,20.51,0.136
07/21/2014,20.43,0.136
07/21/2014,20.56,0.136
07/22/2014,20.89,0.136
07/22/2014,21.0,0.136
07/23/2014,21.0,0.136
07/23/2014,20.95,0.136
07/24/2014,21.05,0.136
07/24/2014,21.1,0.136
07/25/2014,20.93,0.136
07/25/2014,20.87,0.136
07/28/2014,20.79,0.136
07/28/2014,20.99,0.136
07/29/2014,20.96,0.136
07/29/2014,20.8,0.136
07/30/2014,21.01,0.136
07/30/2014,20.87,0.136
07/31/2014,20.56,0.136
07/31/2014,20.41,0.136
08/01/2014,20.31,0.136
08/01/2014,20.44,0.136
08/04/2014,20.51,0.136
08/04/2014,20.69,0.136
08/05/2014,20.64,0.136
08/05/2014,20.55,0.136
08/06/2014,20.27,0.136
08/06/2014,20.27,0.136
08/07/2014,20.3,0.136
08/07/2014,20.15,0.136
08/08/2014,20.16,0.136
08/08/2014,20.37,0.136
08/11/2014,20.38,0.136
08/11/2014,20.52,0.136
08/12/2014,20.44,0.136
08/12/2014,20.44,0.136
08/13/2014,20.57,0.136
08/13/2014,20.64,0.136
08/14/2014,20.87,0.136
08/14/2014,20.92,0.136
08/15/2014,20.88,0.136
08/15/2014,20.77,0.136
08/18/2014,21.13,0.136
08/18/2014,21.2,0.136
08/19/2014,21.18,0.136
08/19/2014,21.27,0.136
08/20/2014,21.13,0.136
08/20/2014,21.2,0.136
08/21/2014,21.15,0.136
08/21/2014,21.19,0.136
08/22/2014,21.21,0.136
08/22/2014,21.2,0.136
08/25/2014,21.13,0.136
08/25/2014,21.18,0.136
08/26/2014,21.16,0.136
08/26/2014,21.13,0.136
08/27/2014,21.24,0.136
08/27/2014,21.28,0.136
08/28/2014,21.17,0.136
08/28/2014,21.14,0.136
08/29/2014,21.27,0.136
08/29/2014,21.26,0.136
09/02/2014,21.57,0.136
09/02/2014,21.52,0.136
09/03/2014,21.8,0.136
09/03/2014,21.77,0.136
09/04/2014,21.77,0.136
09/04/2014,21.64,0.136
09/05/2014,21.8,0.136
09/05/2014,22.02,0.136
09/08/2014,22.07,0.136
09/08/2014,22.03,0.136
09/09/2014,21.88,0.136
09/09/2014,21.67,0.136
09/10/2014,21.61,0.136
09/10/2014,21.74,0.136
09/11/2014,21.57,0.136
09/11/2014,21.45,0.136
09/12/2014,21.58,0.136
09/12/2014,21.41,0.136
09/15/2014,21.32,0.136
09/15/2014,21.18,0.136
09/16/2014,20.91,0.136
09/16/2014,21.04,0.136
09/17/2014,21.14,0.136
09/17/2014,20.94,0.136
09/18/2014,21.38,0.136
09/18/2014,21.55,0.136
09/19/2014,21.43,0.186
09/19/2014,21.24,0.186
09/22/2014,21.38,0.186
09/22/2014,21.19,0.186
09/23/2014,20.95,0.186
09/23/2014,20.86,0.186
09/24/2014,21.0,0.186
09/24/2014,21.22,0.186
09/25/2014,20.63,0.186
09/25/2014,20.49,0.186
09/26/2014,20.74,0.186
09/26/2014,20.87,0.186
09/29/2014,20.71,0.186
09/29/2014,20.7,0.186
09/30/2014,20.68,0.186
09/30/2014,20.78,0.186
10/01/2014,20.8,0.186
10/01/2014,20.44,0.186
10/02/2014,20.52,0.186
10/02/2014,20.61,0.186
10/03/2014,20.57,0.186
10/03/2014,20.79,0.186
10/06/2014,20.92,0.186
10/06/2014,20.96,0.186
10/07/2014,20.77,0.186
10/07/2014,20.47,0.186
10/08/2014,20.53,0.186
10/08/2014,20.96,0.186
10/09/2014,20.9,0.186
10/09/2014,20.69,0.186
10/10/2014,20.63,0.186
10/10/2014,20.47,0.186
10/13/2014,20.9,0.186
10/13/2014,20.71,0.186
10/14/2014,20.74,0.186
10/14/2014,20.72,0.186
10/15/2014,20.65,0.186
10/15/2014,20.72,0.186
10/16/2014,20.02,0.186
10/16/2014,20.22,0.186
10/17/2014,20.23,0.186
10/17/2014,20.42,0.186
10/20/2014,20.55,0.186
10/20/2014,20.83,0.186
10/21/2014,20.83,0.186
10/21/2014,21.01,0.186
10/22/2014,20.88,0.186
10/22/2014,20.77,0.186
10/23/2014,20.9,0.186
10/23/2014,20.9,0.186
10/24/2014,20.96,0.186
10/24/2014,21.08,0.186
10/27/2014,20.72,0.186
10/27/2014,20.76,0.186
10/28/2014,20.88,0.186
10/28/2014,21.09,0.186
10/29/2014,21.06,0.186
10/29/2014,20.95,0.186
10/30/2014,21.1,0.186
10/30/2014,21.32,0.186
10/31/2014,21.61,0.186
10/31/2014,21.66,0.186
11/03/2014,21.65,0.186
11/03/2014,21.6,0.186
11/04/2014,21.66,0.186
11/04/2014,21.74,0.186
11/05/2014,21.54,0.186
11/05/2014,21.53,0.186
11/06/2014,21.59,0.186
11/06/2014,21.49,0.186
11/07/2014,21.56,0.186
11/07/2014,21.6,0.186
11/10/2014,21.53,0.186
11/10/2014,21.47,0.186
11/11/2014,21.5,0.186
11/11/2014,21.49,0.186
11/12/2014,21.45,0.186
11/12/2014,21.48,0.186
11/13/2014,21.41,0.186
11/13/2014,21.33,0.186
11/14/2014,21.43,0.186
11/14/2014,21.5,0.186
11/17/2014,21.48,0.186
11/17/2014,21.48,0.186
11/18/2014,21.55,0.186
11/18/2014,21.63,0.186
11/19/2014,21.28,0.186
11/19/2014,21.32,0.186
11/20/2014,21.36,0.186
11/20/2014,21.42,0.186
11/21/2014,21.65,0.186
11/21/2014,21.84,0.186
11/24/2014,21.58,0.186
11/24/2014,21.55,0.186
11/25/2014,21.53,0.186
11/25/2014,21.37,0.186
11/26/2014,21.5,0.186
11/26/2014,21.62,0.186
11/28/2014,21.56,0.186
11/28/2014,21.47,0.186
12/01/2014,21.48,0.186
12/01/2014,21.29,0.186
12/02/2014,21.41,0.186
12/02/2014,21.49,0.186
12/03/2014,21.58,0.186
12/03/2014,21.59,0.186
12/04/2014,21.59,0.186
12/04/2014,21.6,0.186
12/05/2014,21.38,0.186
12/05/2014,21.41,0.186
12/08/2014,21.11,0.186
12/08/2014,21.06,0.186
12/09/2014,20.74,0.186
12/09/2014,20.65,0.186
12/10/2014,20.79,0.186
12/10/2014,20.56,0.186
12/11/2014,20.33,0.186
12/11/2014,20.35,0.186
12/12/2014,20.15,0.186
12/12/2014,19.98,0.186
12/15/2014,19.79,0.186
12/15/2014,19.47,0.186
12/16/2014,19.14,0.186
12/16/2014,19.21,0.186
12/17/2014,19.31,0.186
12/17/2014,19.78,0.186
12/18/2014,20.03,0.186
12/18/2014,20.18,0.186
12/19/2014,19.97,0.207
12/19/2014,20.04,0.207
12/22/2014,20.21,0.207
12/22/2014,20.35,0.207
12/23/2014,20.11,0.207
12/23/2014,19.97,0.207
12/24/2014,19.79,0.207
12/24/2014,19.86,0.207
12/26/2014,19.9,0.207
12/26/2014,19.74,0.207
12/29/2014,20.0,0.207
12/29/2014,20.03,0.207
12/30/2014,20.08,0.207
12/30/2014,20.17,0.207
12/31/2014,20.29,0.207
12/31/2014,20.16,0.207
01/02/2015,20.52,0.207
01/02/2015,20.53,0.207
01/05/2015,20.4,0.207
01/05/2015,20.17,0.207
01/06/2015,19.76,0.207
01/06/2015,19.55,0.207
01/07/2015,19.85,0.207
01/07/2015,20.08,0.207
01/08/2015,20.4,0.207
01/08/2015,20.57,0.207
01/09/2015,20.74,0.207
01/09/2015,20.68,0.207
01/12/2015,20.77,0.207
01/12/2015,20.75,0.207
01/13/2015,20.84,0.207
01/13/2015,20.64,0.207
01/14/2015,20.51,0.207
01/14/2015,20.6,0.207
01/15/2015,21.05,0.207
01/15/2015,21.22,0.207
01/16/2015,21.25,0.207
01/16/2015,21.6,0.207
01/20/2015,21.68,0.207
