BNS,Bank Nova Scotia Halifax Pfd 3,
Date,Price,Annualized Dividend
08/18/2009,23.27,1.96
08/18/2009,23.53,1.96
08/19/2009,23.1,1.96
08/19/2009,23.9,1.96
08/20/2009,23.84,1.96
08/20/2009,24.34,1.96
08/21/2009,24.62,1.96
08/21/2009,24.59,1.96
08/24/2009,24.88,1.96
08/24/2009,24.49,1.96
08/25/2009,24.7,1.96
08/25/2009,25.24,1.96
08/26/2009,25.23,1.96
08/26/2009,25.16,1.96
08/27/2009,25.27,1.96
08/27/2009,26.05,1.96
08/28/2009,26.2,1.96
08/28/2009,25.02,1.96
08/31/2009,24.58,1.96
08/31/2009,24.73,1.96
09/01/2009,24.41,1.96
09/01/2009,23.44,1.96
09/02/2009,23.28,1.96
09/02/2009,22.93,1.96
09/03/2009,23.08,1.96
09/03/2009,23.51,1.96
09/04/2009,23.79,1.96
09/04/2009,24.35,1.96
09/08/2009,24.89,1.96
09/08/2009,24.52,1.96
09/09/2009,24.35,1.96
09/09/2009,23.98,1.96
09/10/2009,24.0,1.96
09/10/2009,24.62,1.96
09/11/2009,24.62,1.96
09/11/2009,24.92,1.96
09/14/2009,24.66,1.96
09/14/2009,25.37,1.96
09/15/2009,25.62,1.96
09/15/2009,26.65,1.96
09/16/2009,26.78,1.96
09/16/2009,26.87,1.96
09/17/2009,26.76,1.96
09/17/2009,26.63,1.96
09/18/2009,26.82,1.96
09/18/2009,26.96,1.96
09/21/2009,26.24,1.96
09/21/2009,26.13,1.96
09/22/2009,26.6,1.96
09/22/2009,26.56,1.96
09/23/2009,26.48,1.96
09/23/2009,26.35,1.96
09/24/2009,26.49,1.96
09/24/2009,25.52,1.96
09/25/2009,25.4,1.96
09/25/2009,25.67,1.96
09/28/2009,25.76,1.96
09/28/2009,26.29,1.96
09/29/2009,26.23,1.96
09/29/2009,26.56,1.96
09/30/2009,26.92,1.96
09/30/2009,26.88,1.96
10/01/2009,26.95,1.96
10/01/2009,26.1,1.96
10/02/2009,25.75,1.96
10/02/2009,25.44,1.96
10/05/2009,25.52,1.96
10/05/2009,26.22,1.96
10/06/2009,26.72,1.96
10/06/2009,26.58,1.96
10/07/2009,26.58,1.96
10/07/2009,26.78,1.96
10/08/2009,27.03,1.96
10/08/2009,26.75,1.96
10/09/2009,26.94,1.96
10/09/2009,27.01,1.96
10/12/2009,27.28,1.96
10/12/2009,27.23,1.96
10/13/2009,27.21,1.96
10/13/2009,26.75,1.96
10/14/2009,27.34,1.96
10/14/2009,27.33,1.96
10/15/2009,27.14,1.96
10/15/2009,27.03,1.96
10/16/2009,26.66,1.96
10/16/2009,26.79,1.96
10/19/2009,27.0,1.96
10/19/2009,27.09,1.96
10/20/2009,27.03,1.96
10/20/2009,26.48,1.96
10/21/2009,26.38,1.96
10/21/2009,26.29,1.96
10/22/2009,26.21,1.96
10/22/2009,26.62,1.96
10/23/2009,26.63,1.96
10/23/2009,26.23,1.96
10/26/2009,26.19,1.96
10/26/2009,25.63,1.96
10/27/2009,25.59,1.96
10/27/2009,24.93,1.96
10/28/2009,24.66,1.96
10/28/2009,24.92,1.96
10/29/2009,25.14,1.96
10/29/2009,25.16,1.96
10/30/2009,24.97,1.96
10/30/2009,24.91,1.96
11/02/2009,25.02,1.96
11/02/2009,25.47,1.96
11/03/2009,25.21,1.96
11/03/2009,25.73,1.96
11/04/2009,26.03,1.96
11/04/2009,26.03,1.96
11/05/2009,25.95,1.96
11/05/2009,26.34,1.96
11/06/2009,25.91,1.96
11/06/2009,25.89,1.96
11/09/2009,26.55,1.96
11/09/2009,26.82,1.96
11/10/2009,26.68,1.96
11/10/2009,26.85,1.96
11/11/2009,27.12,1.96
11/11/2009,27.27,1.96
11/12/2009,27.15,1.96
11/12/2009,27.19,1.96
11/13/2009,27.4,1.96
11/13/2009,27.52,1.96
11/16/2009,27.61,1.96
11/16/2009,27.81,1.96
11/17/2009,27.49,1.96
11/17/2009,27.81,1.96
11/18/2009,27.87,1.96
11/18/2009,27.78,1.96
11/19/2009,27.46,1.96
11/19/2009,27.44,1.96
11/20/2009,27.18,1.96
11/20/2009,27.13,1.96
11/23/2009,27.64,1.96
11/23/2009,27.73,1.96
11/24/2009,27.74,1.96
11/24/2009,27.8,1.96
11/25/2009,28.17,1.96
11/25/2009,28.04,1.96
11/27/2009,26.27,1.96
11/27/2009,27.0,1.96
11/30/2009,27.13,1.96
11/30/2009,27.5,1.96
12/01/2009,27.8,1.96
12/01/2009,28.3,1.96
12/02/2009,28.29,1.96
12/02/2009,28.08,1.96
12/03/2009,28.03,1.96
12/03/2009,27.44,1.96
12/04/2009,27.98,1.96
12/04/2009,27.44,1.96
12/07/2009,27.47,1.96
12/07/2009,27.51,1.96
12/08/2009,26.89,1.96
12/08/2009,26.64,1.96
12/09/2009,26.84,1.96
12/09/2009,26.79,1.96
12/10/2009,27.01,1.96
12/10/2009,26.97,1.96
12/11/2009,26.96,1.96
12/11/2009,26.71,1.96
12/14/2009,26.71,1.96
12/14/2009,27.11,1.96
12/15/2009,27.05,1.96
12/15/2009,27.16,1.96
12/16/2009,27.32,1.96
12/16/2009,27.29,1.96
12/17/2009,26.87,1.96
12/17/2009,26.94,1.96
12/18/2009,27.05,1.96
12/18/2009,27.07,1.96
12/21/2009,27.3,1.96
12/21/2009,27.05,1.96
12/22/2009,27.2,1.96
12/22/2009,27.48,1.96
12/23/2009,27.57,1.96
12/23/2009,27.49,1.96
12/24/2009,27.48,1.96
12/24/2009,27.77,1.96
12/28/2009,27.93,1.96
12/28/2009,28.08,1.96
12/29/2009,28.13,1.96
12/29/2009,28.23,1.96
12/30/2009,27.93,1.96
12/30/2009,28.11,1.96
12/31/2009,28.36,1.9367999999999999
12/31/2009,28.15,1.9367999999999999
01/04/2010,28.61,1.9367999999999999
01/04/2010,28.21,1.9367999999999999
01/05/2010,28.39,1.9367999999999999
01/05/2010,27.95,1.9367999999999999
01/06/2010,28.08,1.9367999999999999
01/06/2010,27.73,1.9367999999999999
01/07/2010,27.76,1.9367999999999999
01/07/2010,27.32,1.9367999999999999
01/08/2010,27.4,1.9367999999999999
01/08/2010,27.7,1.9367999999999999
01/11/2010,28.0,1.9367999999999999
01/11/2010,27.39,1.9367999999999999
01/12/2010,27.25,1.9367999999999999
01/12/2010,26.94,1.9367999999999999
01/13/2010,27.1,1.9367999999999999
01/13/2010,27.2,1.9367999999999999
01/14/2010,27.29,1.9367999999999999
01/14/2010,27.32,1.9367999999999999
01/15/2010,27.29,1.9367999999999999
01/15/2010,27.01,1.9367999999999999
01/19/2010,27.01,1.9367999999999999
01/19/2010,27.16,1.9367999999999999
01/20/2010,26.54,1.9367999999999999
01/20/2010,26.41,1.9367999999999999
01/21/2010,26.33,1.9367999999999999
01/21/2010,25.61,1.9367999999999999
01/22/2010,25.55,1.9367999999999999
01/22/2010,25.41,1.9367999999999999
01/25/2010,25.52,1.9367999999999999
01/25/2010,25.64,1.9367999999999999
01/26/2010,25.27,1.9367999999999999
01/26/2010,25.57,1.9367999999999999
01/27/2010,25.51,1.9367999999999999
01/27/2010,25.9,1.9367999999999999
01/28/2010,26.11,1.9367999999999999
01/28/2010,25.77,1.9367999999999999
01/29/2010,25.77,1.9367999999999999
01/29/2010,25.35,1.9367999999999999
02/01/2010,25.39,1.9367999999999999
02/01/2010,25.62,1.9367999999999999
02/02/2010,25.7,1.9367999999999999
02/02/2010,26.08,1.9367999999999999
02/03/2010,26.0,1.9367999999999999
02/03/2010,25.89,1.9367999999999999
02/04/2010,25.71,1.9367999999999999
02/04/2010,25.2,1.9367999999999999
02/05/2010,25.32,1.9367999999999999
02/05/2010,25.64,1.9367999999999999
02/08/2010,25.62,1.9367999999999999
02/08/2010,25.44,1.9367999999999999
02/09/2010,25.74,1.9367999999999999
02/09/2010,25.82,1.9367999999999999
02/10/2010,25.77,1.9367999999999999
02/10/2010,26.3,1.9367999999999999
02/11/2010,26.43,1.9367999999999999
02/11/2010,26.91,1.9367999999999999
02/12/2010,26.86,1.9367999999999999
02/12/2010,26.99,1.9367999999999999
02/16/2010,27.16,1.9367999999999999
02/16/2010,27.44,1.9367999999999999
02/17/2010,27.52,1.9367999999999999
02/17/2010,27.69,1.9367999999999999
02/18/2010,27.7,1.9367999999999999
02/18/2010,27.76,1.9367999999999999
02/19/2010,27.58,1.9367999999999999
02/19/2010,27.67,1.9367999999999999
02/22/2010,27.72,1.9367999999999999
02/22/2010,27.5,1.9367999999999999
02/23/2010,27.39,1.9367999999999999
02/23/2010,26.84,1.9367999999999999
02/24/2010,26.9,1.9367999999999999
02/24/2010,26.98,1.9367999999999999
02/25/2010,26.56,1.9367999999999999
02/25/2010,27.27,1.9367999999999999
02/26/2010,27.32,1.9367999999999999
02/26/2010,27.36,1.9367999999999999
03/01/2010,27.53,1.9367999999999999
03/01/2010,27.86,1.9367999999999999
03/02/2010,28.0,1.9367999999999999
03/02/2010,28.46,1.9367999999999999
03/03/2010,28.57,1.9367999999999999
03/03/2010,28.45,1.9367999999999999
03/04/2010,28.54,1.9367999999999999
03/04/2010,28.68,1.9367999999999999
03/05/2010,28.91,1.9367999999999999
03/05/2010,29.15,1.9367999999999999
03/08/2010,29.27,1.9367999999999999
03/08/2010,29.33,1.9367999999999999
03/09/2010,29.54,1.9367999999999999
03/09/2010,29.0,1.9367999999999999
03/10/2010,28.97,1.9367999999999999
03/10/2010,28.88,1.9367999999999999
03/11/2010,28.73,1.9367999999999999
03/11/2010,28.88,1.9367999999999999
03/12/2010,29.13,1.9367999999999999
03/12/2010,29.24,1.9367999999999999
03/15/2010,29.3,1.9367999999999999
03/15/2010,29.51,1.9367999999999999
03/16/2010,29.65,1.9367999999999999
03/16/2010,29.79,1.9367999999999999
03/17/2010,29.91,1.9367999999999999
03/17/2010,29.92,1.9367999999999999
03/18/2010,29.92,1.9367999999999999
03/18/2010,29.86,1.9367999999999999
03/19/2010,29.85,1.9367999999999999
03/19/2010,29.85,1.9367999999999999
03/22/2010,29.51,1.9367999999999999
03/22/2010,29.98,1.9367999999999999
03/23/2010,29.97,1.9367999999999999
03/23/2010,30.4,1.9367999999999999
03/24/2010,30.25,1.9367999999999999
03/24/2010,30.13,1.9367999999999999
03/25/2010,30.45,1.9367999999999999
03/25/2010,30.47,1.9367999999999999
03/26/2010,30.4,1.9367999999999999
03/26/2010,29.88,1.9367999999999999
03/29/2010,30.14,1.9367999999999999
03/29/2010,30.13,1.9367999999999999
03/30/2010,30.34,1.9367999999999999
03/30/2010,30.24,1.9367999999999999
03/31/2010,30.36,1.9367999999999999
03/31/2010,30.12,1.9367999999999999
04/01/2010,30.52,1.9292
04/01/2010,30.62,1.9292
04/05/2010,30.77,1.9292
04/05/2010,30.59,1.9292
04/06/2010,30.5,1.9292
04/06/2010,30.67,1.9292
04/07/2010,30.54,1.9292
04/07/2010,30.28,1.9292
04/08/2010,30.14,1.9292
04/08/2010,30.46,1.9292
04/09/2010,30.43,1.9292
04/09/2010,30.61,1.9292
04/12/2010,30.45,1.9292
04/12/2010,30.66,1.9292
04/13/2010,30.57,1.9292
04/13/2010,30.6,1.9292
04/14/2010,30.88,1.9292
04/14/2010,31.38,1.9292
04/15/2010,31.28,1.9292
04/15/2010,31.57,1.9292
04/16/2010,31.52,1.9292
04/16/2010,31.06,1.9292
04/19/2010,30.74,1.9292
04/19/2010,31.19,1.9292
04/20/2010,31.7,1.9292
04/20/2010,31.67,1.9292
04/21/2010,31.75,1.9292
04/21/2010,31.64,1.9292
04/22/2010,31.46,1.9292
04/22/2010,31.56,1.9292
04/23/2010,31.44,1.9292
04/23/2010,31.56,1.9292
04/26/2010,31.68,1.9292
04/26/2010,31.63,1.9292
04/27/2010,31.42,1.9292
04/27/2010,30.66,1.9292
04/28/2010,31.06,1.9292
04/28/2010,30.62,1.9292
04/29/2010,30.87,1.9292
04/29/2010,31.22,1.9292
04/30/2010,31.17,1.9292
04/30/2010,30.96,1.9292
05/03/2010,31.23,1.9292
05/03/2010,31.73,1.9292
05/04/2010,31.21,1.9292
05/04/2010,31.08,1.9292
05/05/2010,30.49,1.9292
05/05/2010,30.49,1.9292
05/06/2010,30.18,1.9292
05/06/2010,29.17,1.9292
05/07/2010,29.44,1.9292
05/07/2010,29.28,1.9292
05/10/2010,30.56,1.9292
05/10/2010,30.53,1.9292
05/11/2010,30.29,1.9292
05/11/2010,30.77,1.9292
05/12/2010,31.16,1.9292
05/12/2010,31.36,1.9292
05/13/2010,31.53,1.9292
05/13/2010,31.24,1.9292
05/14/2010,30.94,1.9292
05/14/2010,30.73,1.9292
05/17/2010,30.67,1.9292
05/17/2010,30.03,1.9292
05/18/2010,30.49,1.9292
05/18/2010,29.75,1.9292
05/19/2010,29.44,1.9292
05/19/2010,29.31,1.9292
05/20/2010,28.32,1.9292
05/20/2010,27.78,1.9292
05/21/2010,27.41,1.9292
05/21/2010,28.44,1.9292
05/24/2010,28.58,1.9292
05/24/2010,28.09,1.9292
05/25/2010,27.42,1.9292
05/25/2010,28.09,1.9292
05/26/2010,28.46,1.9292
05/26/2010,28.11,1.9292
05/27/2010,28.46,1.9292
05/27/2010,28.25,1.9292
05/28/2010,28.4,1.9292
05/28/2010,27.76,1.9292
06/01/2010,28.12,1.9292
06/01/2010,28.61,1.9292
06/02/2010,28.93,1.9292
06/02/2010,29.75,1.9292
06/03/2010,29.8,1.9292
06/03/2010,29.84,1.9292
06/04/2010,29.22,1.9292
06/04/2010,28.26,1.9292
06/07/2010,28.25,1.9292
06/07/2010,28.04,1.9292
06/08/2010,28.3,1.9292
06/08/2010,28.4,1.9292
06/09/2010,28.85,1.9292
06/09/2010,28.44,1.9292
06/10/2010,29.0,1.9292
06/10/2010,29.29,1.9292
06/11/2010,29.07,1.9292
06/11/2010,29.42,1.9292
06/14/2010,29.84,1.9292
06/14/2010,29.47,1.9292
06/15/2010,29.8,1.9292
06/15/2010,30.39,1.9292
06/16/2010,30.25,1.9292
06/16/2010,30.57,1.9292
06/17/2010,30.61,1.9292
06/17/2010,30.25,1.9292
06/18/2010,30.39,1.9292
06/18/2010,30.41,1.9292
06/21/2010,30.82,1.9292
06/21/2010,30.57,1.9292
06/22/2010,30.61,1.9292
06/22/2010,30.26,1.9292
06/23/2010,29.95,1.9292
06/23/2010,29.81,1.9292
06/24/2010,29.54,1.9292
06/24/2010,29.35,1.9292
06/25/2010,29.47,1.9292
06/25/2010,29.44,1.9292
06/28/2010,29.61,1.9292
06/28/2010,29.44,1.9292
06/29/2010,28.91,1.9292
06/29/2010,28.23,1.9292
06/30/2010,28.0,1.9292
06/30/2010,27.98,1.9292
07/01/2010,28.03,1.9292
07/01/2010,28.01,1.9292
07/02/2010,28.28,1.9292
07/02/2010,27.95,1.9292
07/06/2010,28.17,1.9292
07/06/2010,28.44,1.9292
07/07/2010,28.58,1.9292
07/07/2010,28.96,1.9292
07/08/2010,29.32,1.9292
07/08/2010,29.32,1.9292
07/09/2010,29.58,1.9292
07/09/2010,29.97,1.9292
07/12/2010,29.99,1.9292
07/12/2010,29.98,1.9292
07/13/2010,30.32,1.9292
07/13/2010,30.84,1.9292
07/14/2010,30.8,1.9292
07/14/2010,30.85,1.9292
07/15/2010,30.93,1.9292
07/15/2010,30.96,1.9292
07/16/2010,30.63,1.9292
07/16/2010,30.04,1.9292
07/19/2010,30.13,1.9292
07/19/2010,29.65,1.9292
07/20/2010,29.32,1.9292
07/20/2010,30.04,1.9292
07/21/2010,30.33,1.9292
07/21/2010,29.24,1.9292
07/22/2010,29.67,1.9292
07/22/2010,29.62,1.9292
07/23/2010,29.67,1.9292
07/23/2010,29.75,1.9292
07/26/2010,29.86,1.9292
07/26/2010,30.04,1.9292
07/27/2010,30.34,1.9292
07/27/2010,30.36,1.9292
07/28/2010,30.47,1.9292
07/28/2010,30.44,1.9292
07/29/2010,30.76,1.9292
07/29/2010,30.74,1.9292
07/30/2010,30.42,1.9292
07/30/2010,30.81,1.9292
08/02/2010,31.12,1.9292
08/02/2010,31.25,1.9292
08/03/2010,31.28,1.9292
08/03/2010,30.92,1.9292
08/04/2010,31.11,1.9292
08/04/2010,31.19,1.9292
08/05/2010,31.2,1.9292
08/05/2010,30.72,1.9292
08/06/2010,30.46,1.9292
08/06/2010,30.42,1.9292
08/09/2010,30.53,1.9292
08/09/2010,30.55,1.9292
08/10/2010,30.1,1.9292
08/10/2010,30.32,1.9292
08/11/2010,29.75,1.9292
08/11/2010,29.36,1.9292
08/12/2010,29.11,1.9292
08/12/2010,29.06,1.9292
08/13/2010,29.05,1.9292
08/13/2010,29.3,1.9292
08/16/2010,29.22,1.9292
08/16/2010,29.4,1.9292
08/17/2010,29.86,1.9292
08/17/2010,30.04,1.9292
08/18/2010,30.21,1.9292
08/18/2010,30.51,1.9292
08/19/2010,30.41,1.9292
08/19/2010,30.0,1.9292
08/20/2010,29.66,1.9292
08/20/2010,29.79,1.9292
08/23/2010,29.82,1.9292
08/23/2010,29.73,1.9292
08/24/2010,29.12,1.9292
08/24/2010,28.81,1.9292
08/25/2010,28.63,1.9292
08/25/2010,29.15,1.9292
08/26/2010,29.25,1.9292
08/26/2010,29.38,1.9292
08/27/2010,29.46,1.9292
08/27/2010,30.34,1.9292
08/30/2010,30.19,1.9292
08/30/2010,30.04,1.9292
08/31/2010,30.09,1.9292
08/31/2010,29.61,1.9292
09/01/2010,29.94,1.9292
09/01/2010,29.94,1.9292
09/02/2010,30.07,1.9292
09/02/2010,30.45,1.9292
09/03/2010,30.72,1.9292
09/03/2010,31.21,1.9292
09/07/2010,31.07,1.9292
09/07/2010,30.69,1.9292
09/08/2010,30.99,1.9292
09/08/2010,30.98,1.9292
09/09/2010,31.35,1.9292
09/09/2010,31.35,1.9292
09/10/2010,31.42,1.9292
09/10/2010,31.28,1.9292
09/13/2010,31.58,1.9292
09/13/2010,32.16,1.9292
09/14/2010,32.16,1.9292
09/14/2010,32.07,1.9292
09/15/2010,31.85,1.9292
09/15/2010,32.08,1.9292
09/16/2010,32.02,1.9292
09/16/2010,31.9,1.9292
09/17/2010,32.04,1.9292
09/17/2010,31.96,1.9292
09/20/2010,31.9,1.9292
09/20/2010,31.9,1.9292
09/21/2010,32.0,1.9292
09/21/2010,31.78,1.9292
09/22/2010,31.78,1.9292
09/22/2010,31.74,1.9292
09/23/2010,31.41,1.9292
09/23/2010,31.78,1.9292
09/24/2010,32.22,1.9292
09/24/2010,32.33,1.9292
09/27/2010,32.34,1.9292
09/27/2010,32.03,1.9292
09/28/2010,31.94,1.9292
09/28/2010,32.3,1.9292
09/29/2010,32.25,1.9292
09/29/2010,32.51,1.9292
09/30/2010,32.84,1.9292
09/30/2010,32.76,1.9292
10/01/2010,32.9,1.9292
10/01/2010,33.1,1.9292
10/04/2010,33.01,1.9292
10/04/2010,32.84,1.9292
10/05/2010,33.12,1.9292
10/05/2010,33.46,1.9292
10/06/2010,33.5,1.9292
10/06/2010,33.78,1.9292
10/07/2010,33.78,1.9292
10/07/2010,33.42,1.9292
10/08/2010,33.39,1.9292
10/08/2010,33.5,1.9292
10/11/2010,33.5,1.9292
10/11/2010,33.34,1.9292
10/12/2010,33.4,1.9292
10/12/2010,33.5,1.9292
10/13/2010,33.81,1.9292
10/13/2010,33.74,1.9292
10/14/2010,33.74,1.9292
10/14/2010,33.62,1.9292
10/15/2010,33.77,1.9292
10/15/2010,33.42,1.9292
10/18/2010,33.25,1.9292
10/18/2010,33.68,1.9292
10/19/2010,32.96,1.9292
10/19/2010,33.34,1.9292
10/20/2010,33.41,1.9292
10/20/2010,33.66,1.9292
10/21/2010,33.71,1.9292
10/21/2010,33.42,1.9292
10/22/2010,33.58,1.9292
10/22/2010,32.99,1.9292
10/25/2010,33.34,1.9292
10/25/2010,33.14,1.9292
10/26/2010,32.83,1.9292
10/26/2010,32.99,1.9292
10/27/2010,32.75,1.9292
10/27/2010,32.71,1.9292
10/28/2010,32.83,1.9292
10/28/2010,32.83,1.9292
10/29/2010,32.75,1.9292
10/29/2010,33.19,1.9292
11/01/2010,33.29,1.9292
11/01/2010,33.22,1.9292
11/02/2010,33.52,1.9292
11/02/2010,33.47,1.9292
11/03/2010,33.51,1.9292
11/03/2010,33.46,1.9292
11/04/2010,33.86,1.9292
11/04/2010,33.81,1.9292
11/05/2010,33.86,1.9292
11/05/2010,33.84,1.9292
11/08/2010,33.69,1.9292
11/08/2010,33.73,1.9292
11/09/2010,33.99,1.9292
11/09/2010,33.64,1.9292
11/10/2010,33.73,1.9292
11/10/2010,33.73,1.9292
11/11/2010,33.55,1.9292
11/11/2010,33.31,1.9292
11/12/2010,33.06,1.9292
11/12/2010,32.58,1.9292
11/15/2010,32.83,1.9292
11/15/2010,32.55,1.9292
11/16/2010,32.08,1.9292
11/16/2010,31.83,1.9292
11/17/2010,31.83,1.9292
11/17/2010,32.12,1.9292
11/18/2010,32.53,1.9292
11/18/2010,32.77,1.9292
11/19/2010,32.67,1.9292
11/19/2010,33.33,1.9292
11/22/2010,33.18,1.9292
11/22/2010,33.11,1.9292
11/23/2010,32.74,1.9292
11/23/2010,32.27,1.9292
11/24/2010,32.82,1.9292
11/24/2010,32.88,1.9292
11/26/2010,32.53,1.9292
11/26/2010,32.73,1.9292
11/29/2010,32.59,1.9292
11/29/2010,32.59,1.9292
11/30/2010,32.18,1.9292
11/30/2010,32.23,1.9292
12/01/2010,32.86,1.9292
12/01/2010,33.04,1.9292
12/02/2010,33.21,1.9292
12/02/2010,33.37,1.9292
12/03/2010,33.48,1.9292
12/03/2010,34.44,1.9292
12/06/2010,34.27,1.9292
12/06/2010,34.66,1.9292
12/07/2010,34.84,1.9292
12/07/2010,33.84,1.9292
12/08/2010,33.82,1.9292
12/08/2010,33.99,1.9292
12/09/2010,34.11,1.9292
12/09/2010,34.0,1.9292
12/10/2010,34.01,1.9292
12/10/2010,34.46,1.9292
12/13/2010,34.67,1.9292
12/13/2010,34.81,1.9292
12/14/2010,34.76,1.9292
12/14/2010,34.95,1.9292
12/15/2010,34.8,1.9292
12/15/2010,35.22,1.9292
12/16/2010,35.25,1.9292
12/16/2010,34.99,1.9292
12/17/2010,34.76,1.9292
12/17/2010,34.69,1.9292
12/20/2010,34.54,1.9292
12/20/2010,34.27,1.9292
12/21/2010,34.28,1.9292
12/21/2010,34.24,1.9292
12/22/2010,34.28,1.9292
12/22/2010,34.66,1.9292
12/23/2010,34.73,1.9292
12/23/2010,35.13,1.9292
12/27/2010,34.91,1.9292
12/27/2010,35.0,1.9292
12/28/2010,35.06,1.9292
12/28/2010,35.02,1.9292
12/29/2010,35.41,1.9292
12/29/2010,35.74,1.9292
12/30/2010,35.85,1.9524
12/30/2010,36.0,1.9524
12/31/2010,36.03,2.4424
12/31/2010,36.09,2.4424
01/03/2011,36.5,2.4424
01/03/2011,36.33,2.4424
01/04/2011,36.25,2.4424
01/04/2011,35.53,2.4424
01/05/2011,35.58,2.4424
01/05/2011,35.49,2.4424
01/06/2011,35.64,2.4424
01/06/2011,35.31,2.4424
01/07/2011,35.52,2.4424
01/07/2011,35.77,2.4424
01/10/2011,35.63,2.4424
01/10/2011,35.5,2.4424
01/11/2011,35.82,2.4424
01/11/2011,35.97,2.4424
01/12/2011,36.24,2.4424
01/12/2011,36.05,2.4424
01/13/2011,36.09,2.4424
01/13/2011,35.7,2.4424
01/14/2011,35.56,2.4424
01/14/2011,36.18,2.4424
01/18/2011,36.2,2.4424
01/18/2011,36.07,2.4424
01/19/2011,36.11,2.4424
01/19/2011,35.77,2.4424
01/20/2011,35.42,2.4424
01/20/2011,35.49,2.4424
01/21/2011,35.75,2.4424
01/21/2011,35.35,2.4424
01/24/2011,35.44,2.4424
01/24/2011,35.49,2.4424
01/25/2011,35.4,2.4424
01/25/2011,35.54,2.4424
01/26/2011,35.6,2.4424
01/26/2011,35.63,2.4424
01/27/2011,35.62,2.4424
01/27/2011,36.0,2.4424
01/28/2011,35.89,2.4424
01/28/2011,35.24,2.4424
01/31/2011,35.47,2.4424
01/31/2011,35.72,2.4424
02/01/2011,35.95,2.4424
02/01/2011,36.57,2.4424
02/02/2011,36.84,2.4424
02/02/2011,36.77,2.4424
02/03/2011,36.79,2.4424
02/03/2011,37.17,2.4424
02/04/2011,37.37,2.4424
02/04/2011,37.23,2.4424
02/07/2011,37.32,2.4424
02/07/2011,37.15,2.4424
02/08/2011,37.29,2.4424
02/08/2011,37.5,2.4424
02/09/2011,37.46,2.4424
02/09/2011,36.86,2.4424
02/10/2011,36.8,2.4424
02/10/2011,37.51,2.4424
02/11/2011,37.37,2.4424
02/11/2011,37.94,2.4424
02/14/2011,38.01,2.4424
02/14/2011,38.13,2.4424
02/15/2011,38.27,2.4424
02/15/2011,38.16,2.4424
02/16/2011,38.36,2.4424
02/16/2011,38.55,2.4424
02/17/2011,38.69,2.4424
02/17/2011,39.07,2.4424
02/18/2011,39.32,2.4424
02/18/2011,38.8,2.4424
02/22/2011,38.43,2.4424
02/22/2011,37.98,2.4424
02/23/2011,37.7,2.4424
02/23/2011,37.31,2.4424
02/24/2011,37.91,2.4424
02/24/2011,38.06,2.4424
02/25/2011,38.32,2.4424
02/25/2011,38.66,2.4424
02/28/2011,39.01,2.4424
02/28/2011,39.03,2.4424
03/01/2011,38.91,2.4424
03/01/2011,38.3,2.4424
03/02/2011,38.34,2.4424
03/02/2011,38.37,2.4424
03/03/2011,38.63,2.4424
03/03/2011,38.68,2.4424
03/04/2011,38.84,2.4424
03/04/2011,38.79,2.4424
03/07/2011,38.93,2.4424
03/07/2011,39.01,2.4424
03/08/2011,39.0,2.4424
03/08/2011,38.49,2.4424
03/09/2011,38.59,2.4424
03/09/2011,38.31,2.4424
03/10/2011,38.05,2.4424
03/10/2011,37.38,2.4424
03/11/2011,36.86,2.4424
03/11/2011,37.47,2.4424
03/14/2011,37.34,2.4424
03/14/2011,37.87,2.4424
03/15/2011,36.62,2.4424
03/15/2011,37.35,2.4424
03/16/2011,37.05,2.4424
03/16/2011,36.69,2.4424
03/17/2011,37.15,2.4424
03/17/2011,36.92,2.4424
03/18/2011,37.29,2.4424
03/18/2011,37.1,2.4424
03/21/2011,37.56,2.4424
03/21/2011,37.77,2.4424
03/22/2011,37.88,2.4424
03/22/2011,38.14,2.4424
03/23/2011,38.06,2.4424
03/23/2011,38.22,2.4424
03/24/2011,38.37,2.4424
03/24/2011,38.38,2.4424
03/25/2011,38.45,2.4424
03/25/2011,38.05,2.4424
03/28/2011,38.3,2.4424
03/28/2011,37.99,2.4424
03/29/2011,38.13,2.4424
03/29/2011,38.23,2.4424
03/30/2011,38.46,2.4424
03/30/2011,38.67,2.4424
03/31/2011,38.72,2.4424
03/31/2011,38.74,2.4424
04/01/2011,38.99,2.48
04/01/2011,39.22,2.48
04/04/2011,39.32,2.48
04/04/2011,39.11,2.48
04/05/2011,39.14,2.48
04/05/2011,39.0,2.48
04/06/2011,39.29,2.48
04/06/2011,38.98,2.48
04/07/2011,38.97,2.48
04/07/2011,38.76,2.48
04/08/2011,38.99,2.48
04/08/2011,38.71,2.48
04/11/2011,38.84,2.48
04/11/2011,38.58,2.48
04/12/2011,38.58,2.48
04/12/2011,37.98,2.48
04/13/2011,38.16,2.48
04/13/2011,38.28,2.48
04/14/2011,38.03,2.48
04/14/2011,38.09,2.48
04/15/2011,38.01,2.48
04/15/2011,37.88,2.48
04/18/2011,37.55,2.48
04/18/2011,37.52,2.48
04/19/2011,37.65,2.48
04/19/2011,37.55,2.48
04/20/2011,38.04,2.48
04/20/2011,38.22,2.48
04/21/2011,38.55,2.48
04/21/2011,38.5,2.48
04/25/2011,38.56,2.48
04/25/2011,38.3,2.48
04/26/2011,38.3,2.48
04/26/2011,38.27,2.48
04/27/2011,38.33,2.48
04/27/2011,38.29,2.48
04/28/2011,38.11,2.48
