PSX,Phillips 66,
Date,Price,Annualized Dividend
11/12/2013,50.3861806875607,1.3279999999999998
11/12/2013,50.7586669921875,1.3279999999999998
11/13/2013,50.65778836501207,1.3279999999999998
11/13/2013,51.25531768798828,1.3279999999999998
11/14/2013,51.40276328192419,1.3279999999999998
11/14/2013,52.427093505859375,1.3279999999999998
11/15/2013,52.225330702202235,1.3279999999999998
11/15/2013,52.070125579833984,1.3279999999999998
11/18/2013,52.47364928395662,1.3279999999999998
11/18/2013,52.15548324584961,1.3279999999999998
11/19/2013,52.101155588522985,1.3279999999999998
11/19/2013,52.59003829956055,1.3279999999999998
11/20/2013,52.93924774516018,1.3279999999999998
11/20/2013,52.01579666137695,1.3279999999999998
11/21/2013,52.039074583631006,1.3279999999999998
11/21/2013,52.38051986694336,1.3279999999999998
11/22/2013,52.65213297960436,1.3279999999999998
11/22/2013,53.141021728515625,1.3279999999999998
11/25/2013,53.14101289068416,1.3279999999999998
11/25/2013,53.26517105102539,1.3279999999999998
11/26/2013,53.38157355203124,1.3279999999999998
11/26/2013,53.35053253173828,1.3279999999999998
11/27/2013,53.234130671466865,1.3279999999999998
11/27/2013,54.413665771484375,1.3279999999999998
11/29/2013,54.343831898402286,1.3279999999999998
11/29/2013,54.01791000366211,1.3279999999999998
12/02/2013,54.32054073333278,1.3279999999999998
12/02/2013,55.375911712646484,1.3279999999999998
12/03/2013,55.14311093955051,1.3279999999999998
12/03/2013,54.78614807128906,1.3279999999999998
12/04/2013,54.08775316556228,1.3279999999999998
12/04/2013,54.00239181518555,1.3279999999999998
12/05/2013,54.18087226367381,1.3279999999999998
12/05/2013,54.11103439331055,1.3279999999999998
12/06/2013,54.57662715508393,1.3279999999999998
12/06/2013,55.28279113769531,1.3279999999999998
12/09/2013,56.10535180783092,1.3279999999999998
12/09/2013,55.74062728881836,1.3279999999999998
12/10/2013,55.290560097276106,1.3279999999999998
12/10/2013,55.569923400878906,1.3279999999999998
12/11/2013,55.59321058190981,1.3279999999999998
12/11/2013,54.98016357421875,1.3279999999999998
12/12/2013,54.941370075860824,1.3279999999999998
12/12/2013,55.26729202270508,1.3279999999999998
12/13/2013,55.29055893041428,1.3279999999999998
12/13/2013,55.56216049194336,1.3279999999999998
12/16/2013,55.62423315221833,1.3279999999999998
12/16/2013,56.34592056274414,1.3279999999999998
12/17/2013,56.345934649406075,1.3279999999999998
12/17/2013,56.338172912597656,1.3279999999999998
12/18/2013,56.30714078801138,1.3279999999999998
12/18/2013,57.40907669067383,1.3279999999999998
12/19/2013,57.075371667197814,1.3279999999999998
12/19/2013,56.586483001708984,1.3279999999999998
12/20/2013,56.80377277542349,1.3279999999999998
12/20/2013,57.44786071777344,1.3279999999999998
12/23/2013,57.81257848812291,1.3279999999999998
12/23/2013,57.742740631103516,1.3279999999999998
12/24/2013,57.99882125854492,1.3279999999999998
12/24/2013,57.99882125854492,1.3279999999999998
12/26/2013,58.200585732728065,1.3279999999999998
12/26/2013,58.29370880126953,1.3279999999999998
12/27/2013,58.30924208007323,1.3279999999999998
12/27/2013,58.00659942626953,1.3279999999999998
12/30/2013,58.208353698839765,1.3279999999999998
12/30/2013,57.98331069946289,1.3279999999999998
12/31/2013,58.41010999014169,1.3279999999999998
12/31/2013,59.853485107421875,1.3279999999999998
01/02/2014,59.88453233773706,1.3279999999999998
01/02/2014,59.3258056640625,1.3279999999999998
01/03/2014,59.255953760422486,1.3279999999999998
01/03/2014,59.20163345336914,1.3279999999999998
01/06/2014,59.37236061820801,1.3279999999999998
01/06/2014,59.7603645324707,1.3279999999999998
01/07/2014,59.806914936930255,1.3279999999999998
01/07/2014,59.76811218261719,1.3279999999999998
01/08/2014,59.94661812236707,1.3279999999999998
01/08/2014,59.651737213134766,1.3279999999999998
01/09/2014,59.76036867429458,1.3279999999999998
01/09/2014,60.629493713378906,1.3279999999999998
01/10/2014,60.831264308314225,1.3279999999999998
01/10/2014,60.528621673583984,1.3279999999999998
01/13/2014,60.68380150655061,1.3279999999999998
01/13/2014,58.82914352416992,1.3279999999999998
01/14/2014,59.09299840164406,1.3279999999999998
01/14/2014,59.35683822631836,1.3279999999999998
01/15/2014,59.36457635499772,1.3279999999999998
01/15/2014,58.61960983276367,1.3279999999999998
01/16/2014,58.441145189328935,1.3279999999999998
01/16/2014,58.50322723388672,1.3279999999999998
01/17/2014,58.099706959495464,1.3279999999999998
01/17/2014,58.99211120605469,1.3279999999999998
01/21/2014,58.99987411122263,1.3279999999999998
01/21/2014,59.67500305175781,1.3279999999999998
01/22/2014,59.985397658406875,1.3279999999999998
01/22/2014,59.83019256591797,1.3279999999999998
01/23/2014,60.15611336100457,1.3279999999999998
01/23/2014,59.90779113769531,1.3279999999999998
01/24/2014,59.14731464615799,1.3279999999999998
01/24/2014,57.766021728515625,1.3279999999999998
01/27/2014,57.86690184301116,1.3279999999999998
01/27/2014,58.12298583984375,1.3279999999999998
01/28/2014,57.36249669561862,1.3279999999999998
01/28/2014,58.26266860961914,1.3279999999999998
01/29/2014,57.44785622188215,1.3279999999999998
01/29/2014,57.56425857543945,1.3279999999999998
01/30/2014,57.76602437243175,1.3279999999999998
01/30/2014,57.083133697509766,1.3279999999999998
01/31/2014,56.72617222811712,1.3279999999999998
01/31/2014,56.71841049194336,1.3279999999999998
02/03/2014,56.74168696595877,1.3279999999999998
02/03/2014,55.375911712646484,1.3279999999999998
02/04/2014,55.49230223550159,1.3279999999999998
02/04/2014,55.205177307128906,1.3279999999999998
02/05/2014,54.90256286180788,1.3279999999999998
02/05/2014,54.84048080444336,1.3279999999999998
02/06/2014,55.32936246289661,1.3279999999999998
02/06/2014,56.881378173828125,1.3279999999999998
02/07/2014,57.19176742746206,1.3279999999999998
02/07/2014,57.64185333251953,1.3279999999999998
02/10/2014,57.696178478496165,1.3279999999999998
02/10/2014,56.08208084106445,1.3279999999999998
02/11/2014,56.105370248363386,1.3279999999999998
02/11/2014,57.49441909790039,1.3279999999999998
02/12/2014,57.556508795161314,1.3279999999999998
