BIP,Brookfield Infrastructure Partn,
Date,Price,Annualized Dividend
10/24/2019,49.01,1.9769999999999999
10/25/2019,48.99,1.9769999999999999
10/25/2019,49.37,1.9769999999999999
10/28/2019,49.32,1.9769999999999999
10/28/2019,49.85,1.9769999999999999
10/29/2019,49.62,1.9769999999999999
10/29/2019,49.65,1.9769999999999999
10/30/2019,49.54,1.9769999999999999
10/30/2019,49.68,1.9769999999999999
10/31/2019,49.7,1.9769999999999999
10/31/2019,49.69,1.9769999999999999
11/01/2019,49.69,1.9769999999999999
11/01/2019,49.86,1.9769999999999999
11/04/2019,49.94,1.9769999999999999
11/04/2019,50.16,1.9769999999999999
11/05/2019,50.29,1.9769999999999999
11/05/2019,49.6,1.9769999999999999
11/06/2019,49.7,1.9769999999999999
11/06/2019,49.3,1.9769999999999999
11/07/2019,49.52,1.9769999999999999
11/07/2019,49.65,1.9769999999999999
11/08/2019,49.65,1.9769999999999999
11/08/2019,50.65,1.9769999999999999
11/11/2019,50.66,1.9769999999999999
11/11/2019,50.7,1.9769999999999999
11/12/2019,50.61,1.9769999999999999
11/12/2019,50.59,1.9769999999999999
11/13/2019,50.66,1.9769999999999999
11/13/2019,50.71,1.9769999999999999
11/14/2019,50.66,1.9769999999999999
11/14/2019,50.82,1.9769999999999999
11/15/2019,50.75,1.9769999999999999
11/15/2019,51.27,1.9769999999999999
11/18/2019,51.19,1.9769999999999999
11/18/2019,51.5,1.9769999999999999
11/19/2019,51.55,1.9769999999999999
11/19/2019,51.82,1.9769999999999999
11/20/2019,51.78,1.9769999999999999
11/20/2019,52.19,1.9769999999999999
11/21/2019,52.2,1.9769999999999999
11/21/2019,52.09,1.9769999999999999
11/22/2019,52.12,1.9769999999999999
11/22/2019,51.94,1.9769999999999999
11/25/2019,51.9,1.9769999999999999
11/25/2019,52.14,1.9769999999999999
11/26/2019,52.11,1.9769999999999999
11/26/2019,52.08,1.9769999999999999
11/27/2019,52.08,2.009
11/27/2019,52.35,2.009
11/29/2019,52.15,2.009
11/29/2019,52.1,2.009
12/02/2019,52.35,2.009
12/02/2019,52.06,2.009
12/03/2019,51.88,2.009
12/03/2019,51.93,2.009
12/04/2019,51.89,2.009
12/04/2019,52.56,2.009
12/05/2019,52.5,2.009
12/05/2019,52.28,2.009
12/06/2019,52.1,2.009
12/06/2019,52.17,2.009
12/09/2019,52.1,2.009
12/09/2019,51.81,2.009
12/10/2019,51.6,2.009
12/10/2019,51.75,2.009
12/11/2019,51.79,2.009
12/11/2019,51.43,2.009
12/12/2019,51.39,2.009
12/12/2019,51.02,2.009
12/13/2019,50.97,2.009
12/13/2019,51.03,2.009
12/16/2019,51.56,2.009
12/16/2019,51.1,2.009
12/17/2019,51.18,2.009
12/17/2019,50.48,2.009
12/18/2019,50.67,2.009
12/18/2019,49.98,2.009
12/19/2019,50.02,2.009
12/19/2019,49.61,2.009
12/20/2019,49.36,2.009
12/20/2019,48.36,2.009
12/23/2019,48.52,2.009
12/23/2019,49.14,2.009
12/24/2019,49.15,2.009
12/24/2019,49.63,2.009
12/26/2019,49.78,2.009
12/26/2019,49.89,2.009
12/27/2019,50.0,2.009
12/27/2019,50.14,2.009
12/30/2019,50.16,2.009
12/30/2019,49.58,2.009
12/31/2019,49.49,2.009
12/31/2019,49.99,2.009
01/02/2020,50.41,2.009
01/02/2020,50.05,2.009
01/03/2020,49.81,2.009
01/03/2020,50.25,2.009
