NEXTX,Shelton Green Alpha Fd,
Date,Price,Dividend,Annualized Dividend
06/30/2021,48.41999816894531,0.0,0.0
07/01/2021,48.099998474121094,0.0,0.0
07/02/2021,47.72999954223633,0.0,0.0
07/06/2021,47.540000915527344,0.0,0.0
07/07/2021,47.16999816894531,0.0,0.0
07/08/2021,46.86000061035156,0.0,0.0
07/09/2021,47.279998779296875,0.0,0.0
07/12/2021,47.77000045776367,0.0,0.0
07/13/2021,47.11000061035156,0.0,0.0
07/14/2021,46.11000061035156,0.0,0.0
07/15/2021,45.72999954223633,0.0,0.0
07/16/2021,45.470001220703125,0.0,0.0
07/19/2021,45.52000045776367,0.0,0.0
07/20/2021,46.310001373291016,0.0,0.0
07/21/2021,47.810001373291016,0.0,0.0
07/22/2021,47.29999923706055,0.0,0.0
07/23/2021,46.880001068115234,0.0,0.0
07/26/2021,46.31999969482422,0.0,0.0
07/27/2021,45.529998779296875,0.0,0.0
07/28/2021,46.97999954223633,0.0,0.0
07/29/2021,47.029998779296875,0.0,0.0
