FSLR,"First Solar, Inc.",
Date,Price,Annualized Dividend
12/14/2015,55.790000915527344,0.0
12/14/2015,58.40999984741211,0.0
12/15/2015,58.86000061035156,0.0
12/15/2015,59.83000183105469,0.0
12/16/2015,63.52000045776367,0.0
12/16/2015,65.62000274658203,0.0
12/17/2015,66.5,0.0
12/17/2015,64.4800033569336,0.0
12/18/2015,63.84000015258789,0.0
12/18/2015,63.40999984741211,0.0
12/21/2015,64.6500015258789,0.0
12/21/2015,65.73999786376953,0.0
12/22/2015,65.47000122070312,0.0
12/22/2015,64.98999786376953,0.0
12/23/2015,65.48999786376953,0.0
12/23/2015,66.16999816894531,0.0
12/24/2015,66.26000213623047,0.0
12/24/2015,66.91999816894531,0.0
12/28/2015,66.52999877929688,0.0
12/28/2015,66.4000015258789,0.0
12/29/2015,66.69999694824219,0.0
12/29/2015,66.41000366210938,0.0
12/30/2015,66.2300033569336,0.0
12/30/2015,66.98999786376953,0.0
12/31/2015,66.51000213623047,0.0
12/31/2015,65.98999786376953,0.0
01/04/2016,64.70999908447266,0.0
01/04/2016,66.72000122070312,0.0
01/05/2016,70.55999755859375,0.0
01/05/2016,72.02999877929688,0.0
01/06/2016,71.0,0.0
01/06/2016,69.5199966430664,0.0
01/07/2016,67.63999938964844,0.0
01/07/2016,66.22000122070312,0.0
01/08/2016,67.43000030517578,0.0
01/08/2016,65.62000274658203,0.0
01/11/2016,65.83999633789062,0.0
01/11/2016,65.41999816894531,0.0
01/12/2016,65.9800033569336,0.0
01/12/2016,65.22000122070312,0.0
01/13/2016,65.5199966430664,0.0
01/13/2016,61.369998931884766,0.0
01/14/2016,60.79999923706055,0.0
01/14/2016,61.779998779296875,0.0
01/15/2016,59.58000183105469,0.0
01/15/2016,61.31999969482422,0.0
01/19/2016,62.209999084472656,0.0
01/19/2016,61.4900016784668,0.0
