NEP,"NextEra Energy Partners, LP",
Date,Price,Annualized Dividend
10/09/2014,24.49893569946289,0.0
10/10/2014,24.498933404409716,0.0
10/10/2014,24.813526153564453,0.0
10/13/2014,24.774199911709438,0.0
10/13/2014,23.783231735229492,0.0
10/14/2014,23.751772836327024,0.0
10/14/2014,23.515827178955078,0.0
10/15/2014,23.460772567150805,0.0
10/15/2014,23.45290756225586,0.0
10/16/2014,23.43718153580386,0.0
10/16/2014,25.21463394165039,0.0
10/17/2014,27.28307371810857,0.0
10/17/2014,26.701078414916992,0.0
10/20/2014,26.897700001444917,0.0
10/20/2014,27.047130584716797,0.0
10/21/2014,27.17297128792248,0.0
10/21/2014,26.83478355407715,0.0
10/22/2014,27.086461688595318,0.0
10/22/2014,26.81905746459961,0.0
10/23/2014,27.22802790192162,0.0
10/23/2014,27.463972091674805,0.0
10/24/2014,27.69205055071998,0.0
10/24/2014,27.267349243164062,0.0
10/27/2014,27.047141126268475,0.0
10/27/2014,27.990921020507812,0.0
10/28/2014,28.132484153198284,0.0
10/28/2014,27.935863494873047,0.0
10/29/2014,27.951591617486915,0.0
10/29/2014,28.093158721923828,0.0
10/30/2014,27.91227486549086,0.0
10/30/2014,28.478540420532227,0.0
10/31/2014,28.706617028302944,0.0
10/31/2014,28.753807067871094,0.0
11/03/2014,29.408372749480435,0.188
11/03/2014,28.412281036376953,0.188
11/04/2014,28.499242419503496,0.188
11/04/2014,28.198833465576172,0.188
11/05/2014,28.53877570172742,0.188
11/05/2014,28.024921417236328,0.188
11/06/2014,28.11186973857376,0.188
11/06/2014,27.70078468322754,0.188
11/07/2014,27.684984710741354,0.188
11/07/2014,27.70870018005371,0.188
11/10/2014,27.590118813205905,0.188
11/10/2014,27.66126823425293,0.188
11/11/2014,27.487351456635487,0.188
11/11/2014,27.574312210083008,0.188
11/12/2014,27.63754660616372,0.188
11/12/2014,27.447816848754883,0.188
11/13/2014,27.668372605106565,0.188
11/13/2014,26.839088439941406,0.188
11/14/2014,26.839097314624674,0.188
11/14/2014,27.416196823120117,0.188
11/17/2014,27.46362676469252,0.188
11/17/2014,27.47153091430664,0.188
11/18/2014,27.57430672852903,0.188
11/18/2014,28.06444549560547,0.188
11/19/2014,28.190933511959138,0.188
11/19/2014,27.906335830688477,0.188
11/20/2014,27.677079057759908,0.188
11/20/2014,27.455726623535156,0.188
11/21/2014,27.8272819519043,0.188
11/21/2014,27.827281951904297,0.188
11/24/2014,28.23837163907926,0.188
11/24/2014,27.80356788635254,0.188
11/25/2014,27.914241233169363,0.188
11/25/2014,28.262081146240234,0.188
11/26/2014,28.428096335384886,0.188
11/26/2014,29.131683349609375,0.188
11/28/2014,28.92613873255647,0.188
11/28/2014,29.890607833862305,0.188
12/01/2014,29.69297699339788,0.188
