FENY,Fidelity MSCI Energy Index ETF,
Date,Price,Annualized Dividend
03/13/2020,7.900291304256265,1.03
03/13/2020,7.919260025024414,1.03
03/16/2020,7.426083719848942,1.03
03/16/2020,6.90445613861084,1.03
03/17/2020,7.037233751464858,1.03
03/17/2020,6.932908058166504,1.03
03/18/2020,6.638899784293726,1.03
03/18/2020,5.9655256271362305,1.03
03/19/2020,6.022430559234513,1.03
03/19/2020,6.287986755371094,1.03
03/20/2020,6.529090074802242,1.002
03/20/2020,6.432648658752441,1.002
03/23/2020,6.3651400958477495,1.002
03/23/2020,5.979373931884766,1.002
03/24/2020,6.461580945501191,1.002
03/24/2020,6.905211925506592,1.002
03/25/2020,7.127028053462528,1.002
03/25/2020,7.20418119430542,1.002
03/26/2020,7.281334305562467,1.002
03/26/2020,7.561014652252197,1.002
03/27/2020,7.319911036190882,1.002
03/27/2020,7.107739448547363,1.002
03/30/2020,7.020942315278648,1.002
03/30/2020,7.136672019958496,1.002
03/31/2020,7.397063705278633,1.002
03/31/2020,7.252401351928711,1.002
04/01/2020,7.040230406231852,1.002
04/01/2020,6.943788528442383,1.002
04/02/2020,7.262045775168571,1.002
04/02/2020,7.541726112365723,1.002
04/03/2020,7.8310504104976,1.002
04/03/2020,7.474216938018799,1.002
04/06/2020,7.6381682925829555,1.002
04/06/2020,7.850339889526367,1.002
04/07/2020,8.265037082026113,1.002
04/07/2020,8.014289855957031,1.002
04/08/2020,8.21681741446661,1.002
04/08/2020,8.544717788696289,1.002
04/09/2020,8.882262382608992,1.002
04/09/2020,8.46756362915039,1.002
04/13/2020,8.84368581854804,1.002
04/13/2020,8.46756362915039,1.002
04/14/2020,8.46756516344155,1.002
04/14/2020,8.43863296508789,1.002
04/15/2020,8.110731192957859,1.002
04/15/2020,8.043222427368164,1.002
04/16/2020,8.043222639839042,1.002
04/16/2020,7.734610080718994,1.002
04/17/2020,7.879272283984438,1.002
04/17/2020,8.515786170959473,1.002
04/20/2020,8.062509655274251,1.002
04/20/2020,8.28432559967041,1.002
04/21/2020,8.052867237101982,1.002
04/21/2020,8.149308204650879,1.002
04/22/2020,8.486853772240055,1.002
04/22/2020,8.428988456726074,1.002
04/23/2020,8.679736409507308,1.002
04/23/2020,8.69902515411377,1.002
04/24/2020,8.87261866784332,1.002
04/24/2020,8.727956771850586,1.002
04/27/2020,8.679736340008436,1.002
04/27/2020,8.911195755004883,1.002
04/28/2020,9.06550172498564,1.002
04/28/2020,9.10407829284668,1.002
04/29/2020,9.441623673544298,1.002
04/29/2020,9.798457145690918,1.002
04/30/2020,9.846678106932554,1.002
04/30/2020,9.586285591125488,1.002
05/01/2020,9.422335946940942,1.002
05/01/2020,9.017281532287598,1.002
05/04/2020,8.882263587306358,1.002
05/04/2020,9.345182418823242,1.002
05/05/2020,9.7405932971491,1.002
05/05/2020,9.335538864135742,1.002
05/06/2020,9.40304713621324,1.002
05/06/2020,9.084790229797363,1.002
05/07/2020,9.354826277956143,1.002
05/07/2020,9.306605339050293,1.002
05/08/2020,9.518776869918653,1.002
05/08/2020,9.730948448181152,1.002
05/11/2020,9.682728328345764,1.002
05/11/2020,9.576642990112305,1.002
05/12/2020,9.673082701779453,1.002
05/12/2020,9.412691116333008,1.002
05/13/2020,9.345182458278432,1.002
05/13/2020,8.988348960876465,1.002
05/14/2020,8.82439827648577,1.002
05/14/2020,9.055858612060547,1.002
05/15/2020,9.055858612060547,1.002
05/15/2020,9.055858612060547,1.002
05/18/2020,9.576643617772278,1.002
05/18/2020,9.769526481628418,1.002
05/19/2020,9.83703380193282,1.002
05/19/2020,9.518776893615723,1.002
05/20/2020,9.740592691963215,1.002
05/20/2020,9.865965843200684,1.002
05/21/2020,9.943121139470927,1.002
05/21/2020,9.740593910217285,1.002
05/22/2020,9.692371231079122,1.002
05/22/2020,9.682726860046387,1.002
05/26/2020,9.981696946178186,1.002
05/26/2020,9.972052574157715,1.002
05/27/2020,10.116714921484931,1.002
05/27/2020,10.07813835144043,1.002
05/28/2020,10.09742608656089,1.002
05/28/2020,9.788812637329102,1.002
05/29/2020,9.7598821085011,1.002
05/29/2020,9.769526481628418,1.002
06/01/2020,9.740593330687688,1.002
06/01/2020,9.91418743133545,1.002
06/02/2020,10.020272781798058,1.002
06/02/2020,10.203511238098145,1.002
06/03/2020,10.35781863421796,1.002
06/03/2020,10.502481460571289,1.002
06/04/2020,10.473548580411876,1.002
06/04/2020,10.521769523620605,1.002
06/05/2020,11.090774060772734,1.002
06/05/2020,11.341522216796875,1.002
06/08/2020,11.765864846272878,1.002
06/08/2020,11.87195110321045,1.002
06/09/2020,11.505473172453053,1.002
06/09/2020,11.437963485717773,1.002
06/10/2020,11.302944793523784,1.002
06/10/2020,10.849669456481934,1.002
06/11/2020,10.068493498303884,1.002
06/11/2020,9.82738971710205,1.002
06/12/2020,10.299953623481962,1.002
06/12/2020,10.097426414489746,1.002
06/15/2020,9.653795787295945,1.002
06/15/2020,10.126358985900879,1.002
06/16/2020,10.627855335690986,1.002
06/16/2020,10.41568374633789,1.002
