IBM,International Business Machines,
Date,Price,Annualized Dividend
10/28/1997,28.58,1.3
10/28/1997,31.91,1.3
10/29/1997,32.11,1.3
10/29/1997,31.55,1.3
10/30/1997,30.99,1.3
10/30/1997,30.77,1.3
10/31/1997,31.59,1.3
10/31/1997,31.63,1.3
11/03/1997,31.83,1.3
11/03/1997,32.64,1.3
11/04/1997,32.48,1.3
11/04/1997,32.74,1.3
11/05/1997,32.92,1.3
11/05/1997,33.0,1.3
11/06/1997,33.09,1.15
11/06/1997,32.58,1.15
11/07/1997,31.92,1.15
11/07/1997,32.08,1.15
11/10/1997,32.48,1.15
11/10/1997,31.49,1.15
11/11/1997,31.63,1.15
11/11/1997,31.92,1.15
11/12/1997,31.72,1.15
11/12/1997,31.15,1.15
11/13/1997,31.43,1.15
11/13/1997,31.96,1.15
11/14/1997,32.22,1.15
11/14/1997,32.72,1.15
11/17/1997,33.21,1.15
11/17/1997,33.37,1.15
11/18/1997,33.43,1.15
11/18/1997,32.92,1.15
11/19/1997,32.88,1.15
11/19/1997,33.23,1.15
11/20/1997,33.55,1.15
11/20/1997,33.77,1.15
11/21/1997,33.93,1.15
11/21/1997,34.03,1.15
11/24/1997,33.83,1.15
11/24/1997,33.25,1.15
11/25/1997,33.57,1.15
11/25/1997,34.62,1.15
11/26/1997,34.66,1.15
11/26/1997,35.38,1.15
11/28/1997,35.18,1.15
11/28/1997,35.3,1.15
12/01/1997,35.46,1.15
12/01/1997,36.29,1.15
12/02/1997,36.15,1.15
12/02/1997,35.71,1.15
12/03/1997,35.62,1.15
12/03/1997,35.58,1.15
12/04/1997,35.66,1.15
12/04/1997,35.22,1.15
12/05/1997,35.3,1.15
12/05/1997,36.19,1.15
12/08/1997,36.39,1.15
12/08/1997,36.39,1.15
12/09/1997,35.95,1.15
12/09/1997,35.58,1.15
12/10/1997,35.28,1.15
12/10/1997,34.33,1.15
12/11/1997,33.21,1.15
12/11/1997,32.76,1.15
12/12/1997,33.21,1.15
12/12/1997,32.36,1.15
12/15/1997,32.72,1.15
12/15/1997,32.52,1.15
12/16/1997,32.6,1.15
12/16/1997,33.45,1.15
12/17/1997,33.85,1.15
12/17/1997,32.88,1.15
12/18/1997,32.94,1.15
12/18/1997,32.24,1.15
12/19/1997,32.0,1.15
12/19/1997,32.92,1.15
12/22/1997,33.77,1.15
12/22/1997,33.07,1.15
12/23/1997,33.03,1.15
12/23/1997,31.8,1.15
12/24/1997,32.28,1.15
12/24/1997,31.96,1.15
12/26/1997,32.04,1.15
12/26/1997,32.78,1.15
12/29/1997,33.17,1.15
12/29/1997,33.13,1.15
12/30/1997,33.43,1.15
12/30/1997,33.25,1.15
12/31/1997,33.53,1.15
12/31/1997,33.73,1.15
01/02/1998,33.69,1.15
01/02/1998,34.05,1.15
01/05/1998,34.03,1.15
01/05/1998,34.31,1.15
01/06/1998,33.97,1.15
01/06/1998,33.93,1.15
01/07/1998,33.85,1.15
01/07/1998,33.61,1.15
01/08/1998,33.37,1.15
01/08/1998,33.59,1.15
01/09/1998,33.63,1.15
01/09/1998,32.26,1.15
01/12/1998,31.68,1.15
01/12/1998,32.28,1.15
01/13/1998,32.42,1.15
01/13/1998,32.92,1.15
01/14/1998,33.37,1.15
01/14/1998,33.09,1.15
01/15/1998,33.27,1.15
01/15/1998,33.35,1.15
01/16/1998,33.81,1.15
01/16/1998,33.85,1.15
01/20/1998,33.91,1.15
01/20/1998,34.94,1.15
01/21/1998,32.32,1.15
01/21/1998,32.28,1.15
01/22/1998,32.18,1.15
01/22/1998,32.04,1.15
01/23/1998,32.18,1.15
01/23/1998,31.98,1.15
01/26/1998,32.0,1.15
01/26/1998,31.63,1.15
01/27/1998,31.19,1.15
01/27/1998,31.11,1.15
01/28/1998,31.31,1.15
01/28/1998,31.27,1.15
01/29/1998,31.27,1.15
01/29/1998,31.66,1.15
01/30/1998,31.7,1.15
01/30/1998,31.84,1.15
02/02/1998,32.24,1.15
02/02/1998,32.42,1.15
02/03/1998,32.28,1.15
02/03/1998,32.04,1.15
02/04/1998,31.96,1.15
02/04/1998,31.7,1.15
02/05/1998,31.96,1.15
02/05/1998,32.1,1.15
02/06/1998,32.09,1.0
02/06/1998,31.72,1.0
02/09/1998,31.76,1.0
02/09/1998,31.72,1.0
02/10/1998,31.74,1.0
02/10/1998,32.65,1.0
02/11/1998,32.9,1.0
02/11/1998,33.24,1.0
02/12/1998,32.98,1.0
02/12/1998,33.3,1.0
02/13/1998,33.24,1.0
02/13/1998,33.14,1.0
02/17/1998,33.36,1.0
02/17/1998,33.02,1.0
02/18/1998,33.02,1.0
02/18/1998,33.26,1.0
02/19/1998,33.34,1.0
02/19/1998,33.26,1.0
02/20/1998,33.34,1.0
02/20/1998,33.22,1.0
02/23/1998,33.48,1.0
02/23/1998,33.3,1.0
02/24/1998,33.22,1.0
02/24/1998,33.18,1.0
02/25/1998,33.2,1.0
02/25/1998,34.07,1.0
02/26/1998,33.91,1.0
02/26/1998,34.15,1.0
02/27/1998,33.93,1.0
02/27/1998,33.81,1.0
03/02/1998,33.72,1.0
03/02/1998,33.0,1.0
03/03/1998,32.37,1.0
03/03/1998,33.06,1.0
03/04/1998,33.02,1.0
03/04/1998,32.05,1.0
03/05/1998,32.43,1.0
03/05/1998,32.03,1.0
03/06/1998,32.09,1.0
03/06/1998,31.76,1.0
03/09/1998,31.44,1.0
03/09/1998,31.12,1.0
03/10/1998,31.52,1.0
03/10/1998,31.56,1.0
03/11/1998,31.68,1.0
03/11/1998,32.09,1.0
03/12/1998,32.11,1.0
03/12/1998,32.45,1.0
03/13/1998,32.65,1.0
03/13/1998,32.25,1.0
03/16/1998,32.27,1.0
03/16/1998,32.77,1.0
03/17/1998,32.79,1.0
03/17/1998,32.65,1.0
03/18/1998,32.57,1.0
03/18/1998,32.88,1.0
03/19/1998,32.92,1.0
03/19/1998,33.3,1.0
03/20/1998,33.34,1.0
03/20/1998,33.04,1.0
03/23/1998,32.88,1.0
03/23/1998,32.81,1.0
03/24/1998,33.1,1.0
03/24/1998,33.5,1.0
03/25/1998,33.99,1.0
03/25/1998,34.31,1.0
03/26/1998,34.27,1.0
03/26/1998,34.01,1.0
03/27/1998,34.07,1.0
03/27/1998,33.79,1.0
03/30/1998,33.7,1.0
03/30/1998,33.42,1.0
03/31/1998,33.66,1.0
03/31/1998,33.62,1.0
04/01/1998,33.62,1.0
04/01/1998,33.81,1.0
04/02/1998,33.77,1.0
04/02/1998,34.25,1.0
04/03/1998,34.19,1.0
04/03/1998,33.89,1.0
04/06/1998,34.39,1.0
04/06/1998,34.31,1.0
04/07/1998,34.23,1.0
04/07/1998,33.89,1.0
04/08/1998,33.91,1.0
04/08/1998,33.83,1.0
04/09/1998,34.19,1.0
04/09/1998,34.43,1.0
04/13/1998,34.49,1.0
04/13/1998,33.72,1.0
04/14/1998,33.99,1.0
04/14/1998,34.39,1.0
04/15/1998,34.64,1.0
04/15/1998,35.53,1.0
04/16/1998,35.4,1.0
04/16/1998,34.9,1.0
04/17/1998,34.78,1.0
04/17/1998,34.88,1.0
04/20/1998,34.94,1.0
04/20/1998,35.99,1.0
04/21/1998,36.9,1.0
04/21/1998,38.2,1.0
04/22/1998,38.2,1.0
04/22/1998,37.14,1.0
04/23/1998,37.06,1.0
04/23/1998,38.03,1.0
04/24/1998,37.79,1.0
04/24/1998,37.99,1.0
04/27/1998,37.63,1.0
04/27/1998,37.33,1.0
04/28/1998,37.59,1.0
04/28/1998,37.45,1.0
04/29/1998,37.45,1.0
04/29/1998,37.41,1.0
04/30/1998,37.57,1.0
04/30/1998,37.51,1.0
05/01/1998,37.53,1.0
05/01/1998,37.83,1.0
05/04/1998,37.91,1.0
05/04/1998,37.75,1.0
05/05/1998,37.77,1.0
05/05/1998,38.14,1.0
05/06/1998,38.34,0.8200000000000001
05/06/1998,38.1,0.8200000000000001
05/07/1998,38.18,0.8200000000000001
05/07/1998,38.05,0.8200000000000001
05/08/1998,37.99,0.8200000000000001
05/08/1998,38.99,0.8200000000000001
05/11/1998,39.05,0.8200000000000001
05/11/1998,38.77,0.8200000000000001
05/12/1998,38.42,0.8200000000000001
05/12/1998,38.87,0.8200000000000001
05/13/1998,39.07,0.8200000000000001
05/13/1998,39.6,0.8200000000000001
05/14/1998,40.09,0.8200000000000001
05/14/1998,40.88,0.8200000000000001
05/15/1998,40.82,0.8200000000000001
05/15/1998,40.59,0.8200000000000001
05/18/1998,40.53,0.8200000000000001
05/18/1998,40.49,0.8200000000000001
05/19/1998,40.82,0.8200000000000001
05/19/1998,40.61,0.8200000000000001
05/20/1998,40.69,0.8200000000000001
05/20/1998,40.13,0.8200000000000001
05/21/1998,40.13,0.8200000000000001
05/21/1998,40.17,0.8200000000000001
05/22/1998,40.17,0.8200000000000001
05/22/1998,39.62,0.8200000000000001
05/26/1998,39.76,0.8200000000000001
05/26/1998,39.31,0.8200000000000001
05/27/1998,38.77,0.8200000000000001
05/27/1998,39.07,0.8200000000000001
05/28/1998,39.07,0.8200000000000001
05/28/1998,39.01,0.8200000000000001
05/29/1998,39.17,0.8200000000000001
05/29/1998,38.18,0.8200000000000001
06/01/1998,38.14,0.8200000000000001
06/01/1998,38.08,0.8200000000000001
06/02/1998,38.08,0.8200000000000001
06/02/1998,37.55,0.8200000000000001
06/03/1998,37.69,0.8200000000000001
06/03/1998,37.0,0.8200000000000001
06/04/1998,37.12,0.8200000000000001
06/04/1998,37.71,0.8200000000000001
06/05/1998,37.93,0.8200000000000001
06/05/1998,38.62,0.8200000000000001
06/08/1998,38.58,0.8200000000000001
06/08/1998,38.6,0.8200000000000001
06/09/1998,38.66,0.8200000000000001
06/09/1998,38.75,0.8200000000000001
06/10/1998,38.58,0.8200000000000001
06/10/1998,38.1,0.8200000000000001
06/11/1998,38.18,0.8200000000000001
06/11/1998,37.69,0.8200000000000001
06/12/1998,37.65,0.8200000000000001
06/12/1998,37.77,0.8200000000000001
06/15/1998,37.24,0.8200000000000001
06/15/1998,36.47,0.8200000000000001
06/16/1998,36.35,0.8200000000000001
06/16/1998,35.74,0.8200000000000001
06/17/1998,36.06,0.8200000000000001
06/17/1998,36.06,0.8200000000000001
06/18/1998,35.41,0.8200000000000001
06/18/1998,35.35,0.8200000000000001
06/19/1998,35.33,0.8200000000000001
06/19/1998,34.48,0.8200000000000001
06/22/1998,34.52,0.8200000000000001
06/22/1998,35.13,0.8200000000000001
06/23/1998,35.74,0.8200000000000001
06/23/1998,36.31,0.8200000000000001
06/24/1998,36.35,0.8200000000000001
06/24/1998,36.39,0.8200000000000001
06/25/1998,36.55,0.8200000000000001
06/25/1998,36.53,0.8200000000000001
06/26/1998,36.51,0.8200000000000001
06/26/1998,36.71,0.8200000000000001
06/29/1998,37.08,0.8200000000000001
06/29/1998,37.08,0.8200000000000001
06/30/1998,37.08,0.8200000000000001
06/30/1998,37.3,0.8200000000000001
07/01/1998,37.69,0.8200000000000001
07/01/1998,37.93,0.8200000000000001
07/02/1998,37.87,0.8200000000000001
07/02/1998,37.43,0.8200000000000001
07/06/1998,37.36,0.8200000000000001
07/06/1998,36.94,0.8200000000000001
07/07/1998,36.92,0.8200000000000001
07/07/1998,37.0,0.8200000000000001
07/08/1998,36.96,0.8200000000000001
07/08/1998,37.36,0.8200000000000001
07/09/1998,37.28,0.8200000000000001
07/09/1998,38.03,0.8200000000000001
07/10/1998,38.42,0.8200000000000001
07/10/1998,38.5,0.8200000000000001
07/13/1998,38.5,0.8200000000000001
07/13/1998,38.79,0.8200000000000001
07/14/1998,38.91,0.8200000000000001
07/14/1998,38.87,0.8200000000000001
07/15/1998,38.75,0.8200000000000001
07/15/1998,38.01,0.8200000000000001
07/16/1998,38.05,0.8200000000000001
07/16/1998,38.46,0.8200000000000001
07/17/1998,38.52,0.8200000000000001
07/17/1998,39.05,0.8200000000000001
07/20/1998,39.31,0.8200000000000001
07/20/1998,39.64,0.8200000000000001
07/21/1998,41.67,0.8200000000000001
07/21/1998,41.63,0.8200000000000001
07/22/1998,40.94,0.8200000000000001
07/22/1998,41.41,0.8200000000000001
07/23/1998,41.32,0.8200000000000001
07/23/1998,40.25,0.8200000000000001
07/24/1998,40.9,0.8200000000000001
07/24/1998,40.37,0.8200000000000001
07/27/1998,40.21,0.8200000000000001
07/27/1998,40.78,0.8200000000000001
07/28/1998,41.02,0.8200000000000001
07/28/1998,40.76,0.8200000000000001
07/29/1998,41.57,0.8200000000000001
07/29/1998,41.55,0.8200000000000001
07/30/1998,41.79,0.8200000000000001
07/30/1998,43.33,0.8200000000000001
07/31/1998,43.29,0.8200000000000001
07/31/1998,43.05,0.8200000000000001
08/03/1998,43.54,0.8200000000000001
08/03/1998,43.13,0.8200000000000001
08/04/1998,43.54,0.8200000000000001
08/04/1998,41.2,0.8200000000000001
08/05/1998,41.26,0.8200000000000001
08/05/1998,41.83,0.8200000000000001
08/06/1998,41.67,0.84
08/06/1998,42.3,0.84
08/07/1998,42.95,0.84
08/07/1998,42.1,0.84
08/10/1998,42.02,0.84
08/10/1998,42.34,0.84
08/11/1998,41.12,0.84
08/11/1998,41.89,0.84
08/12/1998,41.98,0.84
08/12/1998,41.73,0.84
08/13/1998,41.59,0.84
08/13/1998,41.14,0.84
08/14/1998,41.28,0.84
08/14/1998,40.88,0.84
08/17/1998,40.79,0.84
08/17/1998,40.79,0.84
08/18/1998,41.4,0.84
08/18/1998,42.02,0.84
08/19/1998,42.22,0.84
08/19/1998,42.36,0.84
08/20/1998,42.22,0.84
08/20/1998,41.75,0.84
08/21/1998,41.57,0.84
08/21/1998,41.69,0.84
08/24/1998,41.73,0.84
08/24/1998,41.91,0.84
08/25/1998,42.1,0.84
08/25/1998,41.87,0.84
08/26/1998,41.49,0.84
08/26/1998,42.67,0.84
08/27/1998,41.98,0.84
08/27/1998,40.83,0.84
08/28/1998,40.83,0.84
08/28/1998,39.96,0.84
08/31/1998,40.1,0.84
08/31/1998,36.72,0.84
09/01/1998,36.84,0.84
09/01/1998,38.45,0.84
09/02/1998,39.45,0.84
09/02/1998,39.29,0.84
09/03/1998,38.72,0.84
09/03/1998,39.69,0.84
09/04/1998,39.94,0.84
09/04/1998,38.92,0.84
09/08/1998,40.73,0.84
09/08/1998,41.06,0.84
09/09/1998,41.0,0.84
09/09/1998,40.26,0.84
09/10/1998,39.82,0.84
09/10/1998,39.94,0.84
09/11/1998,39.57,0.84
09/11/1998,41.26,0.84
09/14/1998,41.73,0.84
09/14/1998,42.1,0.84
09/15/1998,42.06,0.84
09/15/1998,42.38,0.84
09/16/1998,42.38,0.84
09/16/1998,42.55,0.84
09/17/1998,41.57,0.84
09/17/1998,41.32,0.84
09/18/1998,41.32,0.84
09/18/1998,40.65,0.84
09/21/1998,39.16,0.84
09/21/1998,41.79,0.84
09/22/1998,42.18,0.84
09/22/1998,41.65,0.84
09/23/1998,41.98,0.84
09/23/1998,43.06,0.84
09/24/1998,42.89,0.84
09/24/1998,42.57,0.84
09/25/1998,42.38,0.84
09/25/1998,43.52,0.84
09/28/1998,43.85,0.84
09/28/1998,43.56,0.84
09/29/1998,43.61,0.84
09/29/1998,42.85,0.84
09/30/1998,42.63,0.84
09/30/1998,41.89,0.84
10/01/1998,40.77,0.84
10/01/1998,40.88,0.84
10/02/1998,40.47,0.84
10/02/1998,40.69,0.84
10/05/1998,40.35,0.84
10/05/1998,39.2,0.84
10/06/1998,40.43,0.84
10/06/1998,38.88,0.84
10/07/1998,38.96,0.84
10/07/1998,39.37,0.84
10/08/1998,39.37,0.84
10/08/1998,40.26,0.84
10/09/1998,40.57,0.84
10/09/1998,41.51,0.84
10/12/1998,42.42,0.84
10/12/1998,42.67,0.84
10/13/1998,42.55,0.84
10/13/1998,41.79,0.84
10/14/1998,41.65,0.84
10/14/1998,42.55,0.84
10/15/1998,42.38,0.84
10/15/1998,44.5,0.84
10/16/1998,44.67,0.84
10/16/1998,44.32,0.84
10/19/1998,44.01,0.84
10/19/1998,45.44,0.84
10/20/1998,45.85,0.84
10/20/1998,44.95,0.84
10/21/1998,45.68,0.84
10/21/1998,46.52,0.84
10/22/1998,45.64,0.84
10/22/1998,46.23,0.84
10/23/1998,46.13,0.84
10/23/1998,46.15,0.84
10/26/1998,46.07,0.84
10/26/1998,46.64,0.84
10/27/1998,47.27,0.84
10/27/1998,47.07,0.84
10/28/1998,47.15,0.84
10/28/1998,47.66,0.84
10/29/1998,48.25,0.84
10/29/1998,48.5,0.84
10/30/1998,48.74,0.84
10/30/1998,48.41,0.84
11/02/1998,48.39,0.84
11/02/1998,48.37,0.84
11/03/1998,48.41,0.84
11/03/1998,48.05,0.84
11/04/1998,48.54,0.84
11/04/1998,48.21,0.84
11/05/1998,48.15,0.84
11/05/1998,48.58,0.84
11/06/1998,48.68,0.86
11/06/1998,49.03,0.86
11/09/1998,49.29,0.86
11/09/1998,49.5,0.86
11/10/1998,49.33,0.86
11/10/1998,51.01,0.86
11/11/1998,51.34,0.86
11/11/1998,51.38,0.86
11/12/1998,51.23,0.86
11/12/1998,51.62,0.86
11/13/1998,51.34,0.86
11/13/1998,51.48,0.86
11/16/1998,51.87,0.86
11/16/1998,52.11,0.86
11/17/1998,52.11,0.86
11/17/1998,51.66,0.86
11/18/1998,51.68,0.86
11/18/1998,51.99,0.86
11/19/1998,52.15,0.86
11/19/1998,51.85,0.86
11/20/1998,51.95,0.86
11/20/1998,52.36,0.86
11/23/1998,52.65,0.86
11/23/1998,54.46,0.86
11/24/1998,54.12,0.86
11/24/1998,54.03,0.86
11/25/1998,53.99,0.86
11/25/1998,54.53,0.86
11/27/1998,54.48,0.86
11/27/1998,55.59,0.86
11/30/1998,55.51,0.86
11/30/1998,53.99,0.86
12/01/1998,53.46,0.86
12/01/1998,55.55,0.86
12/02/1998,55.24,0.86
12/02/1998,54.75,0.86
12/03/1998,55.02,0.86
12/03/1998,53.46,0.86
12/04/1998,53.83,0.86
12/04/1998,53.71,0.86
12/07/1998,53.77,0.86
12/07/1998,54.67,0.86
12/08/1998,55.0,0.86
12/08/1998,55.0,0.86
12/09/1998,54.95,0.86
12/09/1998,55.4,0.86
12/10/1998,55.36,0.86
12/10/1998,53.95,0.86
12/11/1998,53.63,0.86
12/11/1998,54.93,0.86
12/14/1998,54.44,0.86
12/14/1998,53.26,0.86
12/15/1998,53.46,0.86
12/15/1998,53.95,0.86
12/16/1998,54.57,0.86
12/16/1998,53.75,0.86
12/17/1998,54.1,0.86
12/17/1998,54.3,0.86
12/18/1998,54.48,0.86
12/18/1998,56.1,0.86
12/21/1998,56.1,0.86
12/21/1998,57.67,0.86
12/22/1998,58.04,0.86
12/22/1998,59.59,0.86
12/23/1998,59.74,0.86
12/23/1998,60.49,0.86
12/24/1998,60.41,0.86
12/24/1998,61.45,0.86
12/28/1998,60.98,0.86
12/28/1998,61.88,0.86
12/29/1998,61.68,0.86
12/29/1998,61.19,0.86
12/30/1998,61.11,0.86
12/30/1998,61.06,0.86
12/31/1998,61.06,0.86
12/31/1998,60.29,0.86
01/04/1999,60.49,0.86
01/04/1999,59.84,0.86
01/05/1999,59.84,0.86
01/05/1999,62.01,0.86
01/06/1999,62.23,0.86
01/06/1999,61.72,0.86
01/07/1999,61.45,0.86
01/07/1999,62.19,0.86
01/08/1999,62.45,0.86
01/08/1999,61.33,0.86
01/11/1999,61.8,0.86
01/11/1999,61.88,0.86
01/12/1999,62.13,0.86
01/12/1999,60.51,0.86
01/13/1999,59.84,0.86
01/13/1999,60.66,0.86
01/14/1999,60.04,0.86
01/14/1999,59.06,0.86
01/15/1999,59.59,0.86
01/15/1999,60.47,0.86
01/19/1999,61.39,0.86
01/19/1999,62.86,0.86
01/20/1999,63.76,0.86
01/20/1999,63.6,0.86
01/21/1999,64.62,0.86
01/21/1999,64.42,0.86
01/22/1999,60.17,0.86
01/22/1999,58.78,0.86
01/25/1999,59.59,0.86
01/25/1999,59.51,0.86
01/26/1999,60.08,0.86
01/26/1999,60.7,0.86
01/27/1999,61.09,0.86
01/27/1999,58.31,0.86
01/28/1999,58.69,0.86
01/28/1999,58.43,0.86
01/29/1999,58.43,0.86
01/29/1999,59.92,0.86
02/01/1999,60.33,0.86
02/01/1999,58.78,0.86
02/02/1999,58.71,0.86
02/02/1999,57.8,0.86
02/03/1999,57.51,0.86
02/03/1999,57.3,0.86
02/04/1999,57.28,0.86
02/04/1999,55.44,0.86
02/05/1999,55.73,0.86
02/05/1999,54.28,0.86
02/08/1999,54.75,0.88
02/08/1999,54.75,0.88
02/09/1999,54.75,0.88
02/09/1999,53.36,0.88
02/10/1999,53.28,0.88
02/10/1999,55.37,0.88
02/11/1999,55.82,0.88
02/11/1999,58.52,0.88
02/12/1999,57.78,0.88
02/12/1999,56.64,0.88
02/16/1999,57.37,0.88
02/16/1999,56.56,0.88
02/17/1999,55.9,0.88
02/17/1999,55.9,0.88
02/18/1999,56.39,0.88
02/18/1999,57.13,0.88
02/19/1999,57.17,0.88
02/19/1999,56.27,0.88
02/22/1999,56.47,0.88
02/22/1999,58.34,0.88
02/23/1999,58.36,0.88
02/23/1999,58.01,0.88
02/24/1999,58.11,0.88
02/24/1999,56.97,0.88
02/25/1999,56.39,0.88
02/25/1999,56.92,0.88
02/26/1999,56.06,0.88
02/26/1999,55.65,0.88
03/01/1999,55.57,0.88
03/01/1999,55.2,0.88
03/02/1999,55.9,0.88
03/02/1999,55.0,0.88
03/03/1999,55.24,0.88
03/03/1999,54.67,0.88
03/04/1999,56.88,0.88
03/04/1999,56.06,0.88
03/05/1999,57.01,0.88
03/05/1999,58.48,0.88
03/08/1999,58.56,0.88
03/08/1999,58.65,0.88
03/09/1999,58.97,0.88
03/09/1999,59.73,0.88
03/10/1999,59.55,0.88
03/10/1999,59.51,0.88
03/11/1999,59.79,0.88
03/11/1999,59.96,0.88
03/12/1999,59.9,0.88
03/12/1999,58.36,0.88
03/15/1999,58.75,0.88
03/15/1999,59.67,0.88
03/16/1999,59.67,0.88
03/16/1999,59.34,0.88
03/17/1999,58.85,0.88
03/17/1999,58.38,0.88
03/18/1999,58.19,0.88
03/18/1999,58.24,0.88
03/19/1999,57.91,0.88
03/19/1999,55.26,0.88
03/22/1999,55.31,0.88
03/22/1999,54.75,0.88
03/23/1999,54.75,0.88
03/23/1999,54.22,0.88
03/24/1999,55.08,0.88
03/24/1999,55.57,0.88
03/25/1999,56.39,0.88
03/25/1999,56.17,0.88
03/26/1999,56.08,0.88
03/26/1999,56.51,0.88
03/29/1999,57.37,0.88
03/29/1999,58.32,0.88
03/30/1999,58.03,0.88
03/30/1999,58.54,0.88
03/31/1999,59.01,0.88
03/31/1999,58.11,0.88
04/01/1999,58.13,0.88
04/01/1999,58.03,0.88
04/05/1999,58.69,0.88
04/05/1999,60.31,0.88
04/06/1999,60.04,0.88
04/06/1999,60.0,0.88
04/07/1999,60.33,0.88
04/07/1999,61.15,0.88
04/08/1999,60.98,0.88
04/08/1999,61.31,0.88
04/09/1999,60.86,0.88
04/09/1999,61.08,0.88
04/12/1999,60.16,0.88
04/12/1999,60.14,0.88
04/13/1999,60.33,0.88
04/13/1999,59.01,0.88
04/14/1999,59.92,0.88
04/14/1999,58.81,0.88
04/15/1999,58.85,0.88
04/15/1999,58.28,0.88
04/16/1999,58.19,0.88
04/16/1999,55.86,0.88
04/19/1999,56.02,0.88
04/19/1999,54.67,0.88
04/20/1999,54.75,0.88
04/20/1999,55.65,0.88
04/21/1999,55.65,0.88
04/21/1999,56.35,0.88
04/22/1999,64.67,0.88
04/22/1999,63.77,0.88
04/23/1999,63.4,0.88
04/23/1999,65.49,0.88
04/26/1999,67.13,0.88
04/26/1999,68.81,0.88
04/27/1999,69.51,0.88
04/27/1999,69.51,0.88
04/28/1999,68.6,0.88
04/28/1999,67.21,0.88
04/29/1999,67.21,0.88
04/29/1999,67.15,0.88
04/30/1999,68.36,0.88
04/30/1999,68.58,0.88
05/03/1999,68.19,0.88
05/03/1999,69.59,0.88
05/04/1999,69.59,0.88
05/04/1999,69.51,0.88
05/05/1999,69.55,0.88
05/05/1999,69.55,0.88
05/06/1999,69.62,0.9
05/06/1999,68.76,0.9
05/07/1999,69.42,0.9
05/07/1999,71.39,0.9
05/10/1999,71.39,0.9
05/10/1999,71.84,0.9
05/11/1999,72.46,0.9
05/11/1999,72.62,0.9
05/12/1999,72.66,0.9
05/12/1999,74.1,0.9
05/13/1999,76.89,0.9
05/13/1999,80.84,0.9
05/14/1999,79.36,0.9
05/14/1999,78.62,0.9
05/17/1999,77.55,0.9
05/17/1999,78.04,0.9
05/18/1999,78.29,0.9
05/18/1999,78.37,0.9
05/19/1999,78.29,0.9
05/19/1999,77.51,0.9
05/20/1999,77.43,0.9
05/20/1999,76.52,0.9
05/21/1999,76.48,0.9
05/21/1999,75.7,0.9
05/24/1999,75.68,0.9
05/24/1999,73.52,0.9
05/25/1999,73.11,0.9
05/25/1999,72.68,0.9
05/26/1999,73.28,0.9
05/26/1999,77.63,0.9
05/27/1999,76.69,0.9
05/27/1999,76.24,0.9
05/28/1999,76.24,0.9
05/28/1999,76.24,0.9
06/01/1999,74.67,0.9
06/01/1999,73.61,0.9
06/02/1999,73.44,0.9
06/02/1999,74.76,0.9
06/03/1999,75.29,0.9
06/03/1999,74.22,0.9
06/04/1999,74.67,0.9
06/04/1999,76.24,0.9
06/07/1999,77.63,0.9
06/07/1999,79.19,0.9
06/08/1999,78.78,0.9
06/08/1999,76.65,0.9
06/09/1999,76.65,0.9
06/09/1999,76.89,0.9
06/10/1999,76.15,0.9
06/10/1999,75.74,0.9
06/11/1999,75.62,0.9
06/11/1999,75.13,0.9
06/14/1999,76.15,0.9
06/14/1999,75.91,0.9
06/15/1999,77.22,0.9
06/15/1999,76.15,0.9
06/16/1999,78.78,0.9
06/16/1999,79.32,0.9
06/17/1999,78.37,0.9
06/17/1999,78.99,0.9
06/18/1999,78.99,0.9
06/18/1999,79.36,0.9
06/21/1999,80.75,0.9
06/21/1999,81.99,0.9
06/22/1999,81.41,0.9
06/22/1999,81.08,0.9
06/23/1999,80.34,0.9
06/23/1999,80.79,0.9
06/24/1999,80.92,0.9
06/24/1999,80.55,0.9
06/25/1999,81.04,0.9
06/25/1999,80.92,0.9
06/28/1999,81.49,0.9
06/28/1999,80.55,0.9
06/29/1999,80.84,0.9
06/29/1999,81.9,0.9
06/30/1999,82.03,0.9
06/30/1999,84.94,0.9
07/01/1999,85.44,0.9
07/01/1999,86.09,0.9
07/02/1999,86.01,0.9
07/02/1999,86.91,0.9
07/06/1999,87.08,0.9
07/06/1999,86.09,0.9
07/07/1999,86.09,0.9
07/07/1999,87.28,0.9
07/08/1999,87.08,0.9
07/08/1999,88.06,0.9
07/09/1999,88.06,0.9
07/09/1999,90.28,0.9
07/12/1999,90.32,0.9
07/12/1999,90.57,0.9
07/13/1999,89.22,0.9
07/13/1999,90.61,0.9
07/14/1999,90.9,0.9
07/14/1999,90.2,0.9
07/15/1999,90.69,0.9
07/15/1999,89.58,0.9
07/16/1999,89.63,0.9
07/16/1999,89.54,0.9
07/19/1999,89.71,0.9
07/19/1999,88.48,0.9
07/20/1999,86.75,0.9
07/20/1999,84.29,0.9
07/21/1999,83.79,0.9
07/21/1999,84.78,0.9
07/22/1999,83.88,0.9
07/22/1999,81.41,0.9
07/23/1999,81.49,0.9
07/23/1999,82.03,0.9
07/26/1999,81.25,0.9
07/26/1999,80.84,0.9
07/27/1999,82.15,0.9
07/27/1999,82.97,0.9
07/28/1999,83.05,0.9
07/28/1999,84.37,0.9
07/29/1999,82.97,0.9
07/29/1999,82.4,0.9
07/30/1999,82.77,0.9
07/30/1999,82.6,0.9
08/02/1999,81.49,0.9
08/02/1999,80.34,0.9
08/03/1999,80.67,0.9
08/03/1999,78.45,0.9
