IBM,International Business Machines,
Date,Price,Annualized Dividend
09/20/1963,0.5,0.00499
09/20/1963,0.5,0.00499
09/23/1963,0.5,0.00499
09/23/1963,0.5,0.00499
09/24/1963,0.5,0.00499
09/24/1963,0.51,0.00499
09/25/1963,0.51,0.00499
09/25/1963,0.5,0.00499
09/26/1963,0.5,0.00499
09/26/1963,0.49,0.00499
09/27/1963,0.49,0.00499
09/27/1963,0.49,0.00499
09/30/1963,0.49,0.00499
09/30/1963,0.49,0.00499
10/01/1963,0.49,0.00499
10/01/1963,0.49,0.00499
10/02/1963,0.49,0.00499
10/02/1963,0.49,0.00499
10/03/1963,0.49,0.00499
10/03/1963,0.5,0.00499
10/04/1963,0.5,0.00499
10/04/1963,0.5,0.00499
10/07/1963,0.5,0.00499
10/07/1963,0.51,0.00499
10/08/1963,0.51,0.00499
10/08/1963,0.51,0.00499
10/09/1963,0.51,0.00499
10/09/1963,0.51,0.00499
10/10/1963,0.51,0.00499
10/10/1963,0.51,0.00499
10/11/1963,0.51,0.00499
10/11/1963,0.51,0.00499
10/14/1963,0.51,0.00499
10/14/1963,0.52,0.00499
10/15/1963,0.52,0.00499
10/15/1963,0.52,0.00499
10/16/1963,0.52,0.00499
10/16/1963,0.54,0.00499
10/17/1963,0.54,0.00499
10/17/1963,0.54,0.00499
10/18/1963,0.54,0.00499
10/18/1963,0.54,0.00499
10/21/1963,0.54,0.00499
10/21/1963,0.54,0.00499
10/22/1963,0.54,0.00499
10/22/1963,0.53,0.00499
10/23/1963,0.53,0.00499
10/23/1963,0.53,0.00499
10/24/1963,0.53,0.00499
10/24/1963,0.53,0.00499
10/25/1963,0.53,0.00499
10/25/1963,0.54,0.00499
10/28/1963,0.54,0.00499
10/28/1963,0.54,0.00499
10/29/1963,0.54,0.00499
10/29/1963,0.54,0.00499
10/30/1963,0.54,0.00499
10/30/1963,0.53,0.00499
10/31/1963,0.53,0.00499
10/31/1963,0.54,0.00499
11/01/1963,0.54,0.00499
11/01/1963,0.53,0.00499
11/04/1963,0.53,0.00566
11/04/1963,0.53,0.00566
11/06/1963,0.53,0.00566
11/06/1963,0.53,0.00566
11/07/1963,0.53,0.00566
11/07/1963,0.53,0.00566
11/08/1963,0.53,0.00566
11/08/1963,0.53,0.00566
11/11/1963,0.53,0.00566
11/11/1963,0.53,0.00566
11/12/1963,0.53,0.00566
11/12/1963,0.53,0.00566
11/13/1963,0.53,0.00566
11/13/1963,0.54,0.00566
11/14/1963,0.54,0.00566
11/14/1963,0.53,0.00566
11/15/1963,0.53,0.00566
11/15/1963,0.53,0.00566
11/18/1963,0.53,0.00566
11/18/1963,0.53,0.00566
11/19/1963,0.53,0.00566
11/19/1963,0.52,0.00566
11/20/1963,0.52,0.00566
11/20/1963,0.52,0.00566
11/21/1963,0.52,0.00566
11/21/1963,0.51,0.00566
11/22/1963,0.51,0.00566
11/22/1963,0.51,0.00566
11/26/1963,0.51,0.00566
11/26/1963,0.52,0.00566
11/27/1963,0.52,0.00566
11/27/1963,0.52,0.00566
11/29/1963,0.52,0.00566
11/29/1963,0.53,0.00566
12/02/1963,0.53,0.00566
12/02/1963,0.54,0.00566
12/03/1963,0.54,0.00566
12/03/1963,0.54,0.00566
12/04/1963,0.54,0.00566
12/04/1963,0.53,0.00566
12/05/1963,0.53,0.00566
12/05/1963,0.53,0.00566
12/06/1963,0.53,0.00566
12/06/1963,0.53,0.00566
12/09/1963,0.53,0.00566
12/09/1963,0.53,0.00566
12/10/1963,0.53,0.00566
12/10/1963,0.53,0.00566
12/11/1963,0.53,0.00566
12/11/1963,0.53,0.00566
12/12/1963,0.53,0.00566
12/12/1963,0.52,0.00566
12/13/1963,0.52,0.00566
12/13/1963,0.52,0.00566
12/16/1963,0.52,0.00566
12/16/1963,0.52,0.00566
12/17/1963,0.52,0.00566
12/17/1963,0.53,0.00566
12/18/1963,0.53,0.00566
12/18/1963,0.53,0.00566
12/19/1963,0.53,0.00566
12/19/1963,0.53,0.00566
12/20/1963,0.53,0.00566
12/20/1963,0.53,0.00566
12/23/1963,0.53,0.00566
12/23/1963,0.53,0.00566
12/24/1963,0.53,0.00566
12/24/1963,0.53,0.00566
12/26/1963,0.53,0.00566
12/26/1963,0.54,0.00566
12/27/1963,0.54,0.00566
12/27/1963,0.54,0.00566
12/30/1963,0.54,0.00566
12/30/1963,0.55,0.00566
12/31/1963,0.55,0.00566
12/31/1963,0.55,0.00566
01/02/1964,0.56,0.00566
01/02/1964,0.57,0.00566
01/03/1964,0.57,0.00566
01/03/1964,0.56,0.00566
01/06/1964,0.56,0.00566
01/06/1964,0.56,0.00566
01/07/1964,0.56,0.00566
01/07/1964,0.56,0.00566
01/08/1964,0.56,0.00566
01/08/1964,0.56,0.00566
01/09/1964,0.56,0.00566
01/09/1964,0.58,0.00566
01/10/1964,0.58,0.00566
01/10/1964,0.58,0.00566
01/13/1964,0.58,0.00566
01/13/1964,0.59,0.00566
01/14/1964,0.59,0.00566
01/14/1964,0.59,0.00566
01/15/1964,0.59,0.00566
01/15/1964,0.61,0.00566
01/16/1964,0.61,0.00566
01/16/1964,0.6,0.00566
01/17/1964,0.6,0.00566
01/17/1964,0.6,0.00566
01/20/1964,0.6,0.00566
01/20/1964,0.6,0.00566
01/21/1964,0.6,0.00566
01/21/1964,0.59,0.00566
01/22/1964,0.6,0.00566
01/22/1964,0.6,0.00566
01/23/1964,0.6,0.00566
01/23/1964,0.6,0.00566
01/24/1964,0.6,0.00566
01/24/1964,0.6,0.00566
01/27/1964,0.6,0.00566
01/27/1964,0.59,0.00566
01/28/1964,0.59,0.00566
01/28/1964,0.58,0.00566
01/29/1964,0.58,0.00566
01/29/1964,0.57,0.00566
01/30/1964,0.58,0.00566
01/30/1964,0.58,0.00566
01/31/1964,0.58,0.00566
01/31/1964,0.59,0.00566
02/03/1964,0.59,0.00566
02/03/1964,0.59,0.00566
02/04/1964,0.59,0.006
02/04/1964,0.59,0.006
02/05/1964,0.59,0.006
02/05/1964,0.59,0.006
02/06/1964,0.59,0.006
02/06/1964,0.59,0.006
02/07/1964,0.59,0.006
02/07/1964,0.59,0.006
02/10/1964,0.59,0.006
02/10/1964,0.59,0.006
02/11/1964,0.59,0.006
02/11/1964,0.59,0.006
02/12/1964,0.59,0.006
02/12/1964,0.6,0.006
02/13/1964,0.6,0.006
02/13/1964,0.61,0.006
02/14/1964,0.61,0.006
02/14/1964,0.61,0.006
02/17/1964,0.61,0.006
02/17/1964,0.6,0.006
02/18/1964,0.6,0.006
02/18/1964,0.61,0.006
02/19/1964,0.61,0.006
02/19/1964,0.61,0.006
02/20/1964,0.61,0.006
02/20/1964,0.61,0.006
02/24/1964,0.61,0.006
02/24/1964,0.61,0.006
02/25/1964,0.61,0.006
02/25/1964,0.62,0.006
02/26/1964,0.62,0.006
02/26/1964,0.63,0.006
02/27/1964,0.63,0.006
02/27/1964,0.62,0.006
02/28/1964,0.62,0.006
02/28/1964,0.62,0.006
03/02/1964,0.62,0.006
03/02/1964,0.62,0.006
03/03/1964,0.62,0.006
03/03/1964,0.62,0.006
03/04/1964,0.62,0.006
03/04/1964,0.61,0.006
03/05/1964,0.61,0.006
03/05/1964,0.62,0.006
03/06/1964,0.62,0.006
03/06/1964,0.62,0.006
03/09/1964,0.62,0.006
03/09/1964,0.62,0.006
03/10/1964,0.62,0.006
03/10/1964,0.62,0.006
03/11/1964,0.62,0.006
03/11/1964,0.63,0.006
03/12/1964,0.63,0.006
03/12/1964,0.64,0.006
03/13/1964,0.64,0.006
03/13/1964,0.64,0.006
03/16/1964,0.64,0.006
03/16/1964,0.64,0.006
03/17/1964,0.64,0.006
03/17/1964,0.64,0.006
03/18/1964,0.64,0.006
03/18/1964,0.63,0.006
03/19/1964,0.63,0.006
03/19/1964,0.63,0.006
03/20/1964,0.63,0.006
03/20/1964,0.63,0.006
03/23/1964,0.63,0.006
03/23/1964,0.63,0.006
03/24/1964,0.64,0.006
03/24/1964,0.64,0.006
03/25/1964,0.64,0.006
03/25/1964,0.64,0.006
03/26/1964,0.64,0.006
03/26/1964,0.64,0.006
03/30/1964,0.64,0.006
03/30/1964,0.64,0.006
03/31/1964,0.64,0.006
03/31/1964,0.65,0.006
04/01/1964,0.65,0.006
04/01/1964,0.65,0.006
04/02/1964,0.65,0.006
04/02/1964,0.65,0.006
04/03/1964,0.65,0.006
04/03/1964,0.65,0.006
04/06/1964,0.65,0.006
04/06/1964,0.65,0.006
04/07/1964,0.65,0.006
04/07/1964,0.64,0.006
04/08/1964,0.64,0.006
04/08/1964,0.64,0.006
04/09/1964,0.64,0.006
04/09/1964,0.64,0.006
04/10/1964,0.64,0.006
04/10/1964,0.65,0.006
04/13/1964,0.65,0.006
04/13/1964,0.65,0.006
04/14/1964,0.65,0.006
04/14/1964,0.64,0.006
04/15/1964,0.64,0.006
04/15/1964,0.64,0.006
04/16/1964,0.64,0.006
04/16/1964,0.64,0.006
04/17/1964,0.64,0.006
04/17/1964,0.64,0.006
04/20/1964,0.64,0.006
04/20/1964,0.64,0.006
04/21/1964,0.64,0.006
04/21/1964,0.65,0.006
04/22/1964,0.65,0.006
04/22/1964,0.65,0.006
04/23/1964,0.65,0.006
04/23/1964,0.64,0.006
04/24/1964,0.64,0.006
04/24/1964,0.64,0.006
04/27/1964,0.64,0.006
04/27/1964,0.64,0.006
04/28/1964,0.64,0.006
04/28/1964,0.64,0.006
04/29/1964,0.64,0.006
04/29/1964,0.63,0.006
04/30/1964,0.63,0.006
04/30/1964,0.62,0.006
05/01/1964,0.62,0.006
05/01/1964,0.63,0.006
05/04/1964,0.64,0.006
05/04/1964,0.64,0.006
05/05/1964,0.64,0.006
05/05/1964,0.64,0.006
05/06/1964,0.64,0.006
05/06/1964,0.64,0.006
05/07/1964,0.64,0.006
05/07/1964,0.64,0.006
05/08/1964,0.64,0.006
05/08/1964,0.64,0.006
05/11/1964,0.64,0.006
05/11/1964,0.64,0.006
05/12/1964,0.64,0.0046700000000000005
05/12/1964,0.64,0.0046700000000000005
05/13/1964,0.64,0.0046700000000000005
05/13/1964,0.64,0.0046700000000000005
05/14/1964,0.64,0.0046700000000000005
05/14/1964,0.64,0.0046700000000000005
05/15/1964,0.64,0.0046700000000000005
05/15/1964,0.64,0.0046700000000000005
05/18/1964,0.65,0.0046700000000000005
05/18/1964,0.65,0.0046700000000000005
05/19/1964,0.65,0.0046700000000000005
05/19/1964,0.65,0.0046700000000000005
05/20/1964,0.66,0.0046700000000000005
05/20/1964,0.66,0.0046700000000000005
05/21/1964,0.66,0.0046700000000000005
05/21/1964,0.67,0.0046700000000000005
05/22/1964,0.67,0.0046700000000000005
05/22/1964,0.67,0.0046700000000000005
05/25/1964,0.67,0.006750000000000001
05/25/1964,0.66,0.006750000000000001
05/26/1964,0.66,0.006750000000000001
05/26/1964,0.66,0.006750000000000001
05/27/1964,0.66,0.006750000000000001
05/27/1964,0.65,0.006750000000000001
05/28/1964,0.65,0.006750000000000001
05/28/1964,0.66,0.006750000000000001
06/01/1964,0.66,0.006750000000000001
06/01/1964,0.65,0.006750000000000001
06/02/1964,0.65,0.006750000000000001
06/02/1964,0.65,0.006750000000000001
06/03/1964,0.65,0.006750000000000001
06/03/1964,0.64,0.006750000000000001
06/04/1964,0.64,0.006750000000000001
06/04/1964,0.63,0.006750000000000001
06/05/1964,0.63,0.006750000000000001
06/05/1964,0.63,0.006750000000000001
06/08/1964,0.63,0.006750000000000001
06/08/1964,0.63,0.006750000000000001
06/09/1964,0.63,0.006750000000000001
06/09/1964,0.64,0.006750000000000001
06/10/1964,0.64,0.006750000000000001
06/10/1964,0.64,0.006750000000000001
06/11/1964,0.64,0.006750000000000001
06/11/1964,0.64,0.006750000000000001
06/12/1964,0.64,0.006750000000000001
06/12/1964,0.65,0.006750000000000001
06/15/1964,0.65,0.006750000000000001
06/15/1964,0.65,0.006750000000000001
06/16/1964,0.65,0.006750000000000001
06/16/1964,0.66,0.006750000000000001
06/17/1964,0.66,0.006750000000000001
06/17/1964,0.66,0.006750000000000001
06/18/1964,0.66,0.006750000000000001
06/18/1964,0.65,0.006750000000000001
06/19/1964,0.65,0.006750000000000001
06/19/1964,0.66,0.006750000000000001
06/22/1964,0.66,0.006750000000000001
06/22/1964,0.66,0.006750000000000001
06/23/1964,0.66,0.006750000000000001
06/23/1964,0.65,0.006750000000000001
06/24/1964,0.65,0.006750000000000001
06/24/1964,0.66,0.006750000000000001
06/25/1964,0.66,0.006750000000000001
06/25/1964,0.66,0.006750000000000001
06/26/1964,0.66,0.006750000000000001
06/26/1964,0.65,0.006750000000000001
06/29/1964,0.65,0.006750000000000001
06/29/1964,0.65,0.006750000000000001
06/30/1964,0.65,0.006750000000000001
06/30/1964,0.65,0.006750000000000001
07/01/1964,0.65,0.006750000000000001
07/01/1964,0.66,0.006750000000000001
07/02/1964,0.66,0.006750000000000001
07/02/1964,0.66,0.006750000000000001
07/06/1964,0.66,0.006750000000000001
07/06/1964,0.67,0.006750000000000001
07/07/1964,0.67,0.006750000000000001
07/07/1964,0.67,0.006750000000000001
07/08/1964,0.67,0.006750000000000001
07/08/1964,0.67,0.006750000000000001
07/09/1964,0.67,0.006750000000000001
07/09/1964,0.67,0.006750000000000001
07/10/1964,0.67,0.006750000000000001
07/10/1964,0.66,0.006750000000000001
07/13/1964,0.66,0.006750000000000001
07/13/1964,0.66,0.006750000000000001
07/14/1964,0.66,0.006750000000000001
07/14/1964,0.65,0.006750000000000001
07/15/1964,0.65,0.006750000000000001
07/15/1964,0.65,0.006750000000000001
07/16/1964,0.65,0.006750000000000001
07/16/1964,0.66,0.006750000000000001
07/17/1964,0.66,0.006750000000000001
07/17/1964,0.66,0.006750000000000001
07/20/1964,0.66,0.006750000000000001
07/20/1964,0.65,0.006750000000000001
07/21/1964,0.65,0.006750000000000001
07/21/1964,0.65,0.006750000000000001
07/22/1964,0.65,0.006750000000000001
07/22/1964,0.64,0.006750000000000001
07/23/1964,0.64,0.006750000000000001
07/23/1964,0.64,0.006750000000000001
07/24/1964,0.64,0.006750000000000001
07/24/1964,0.63,0.006750000000000001
07/27/1964,0.63,0.006750000000000001
07/27/1964,0.63,0.006750000000000001
07/28/1964,0.63,0.006750000000000001
07/28/1964,0.63,0.006750000000000001
07/29/1964,0.63,0.006750000000000001
07/29/1964,0.64,0.006750000000000001
07/30/1964,0.64,0.006750000000000001
07/30/1964,0.63,0.006750000000000001
07/31/1964,0.63,0.006750000000000001
07/31/1964,0.63,0.006750000000000001
08/03/1964,0.63,0.006750000000000001
08/03/1964,0.63,0.006750000000000001
08/04/1964,0.62,0.0075
08/04/1964,0.61,0.0075
08/05/1964,0.61,0.0075
08/05/1964,0.62,0.0075
08/06/1964,0.62,0.0075
08/06/1964,0.61,0.0075
08/07/1964,0.61,0.0075
08/07/1964,0.61,0.0075
08/10/1964,0.61,0.0075
08/10/1964,0.61,0.0075
08/11/1964,0.61,0.0075
08/11/1964,0.61,0.0075
08/12/1964,0.61,0.0075
08/12/1964,0.61,0.0075
08/13/1964,0.61,0.0075
08/13/1964,0.62,0.0075
08/14/1964,0.62,0.0075
08/14/1964,0.61,0.0075
08/17/1964,0.61,0.0075
08/17/1964,0.61,0.0075
08/18/1964,0.61,0.0075
08/18/1964,0.61,0.0075
08/19/1964,0.61,0.0075
08/19/1964,0.61,0.0075
08/20/1964,0.61,0.0075
08/20/1964,0.59,0.0075
08/21/1964,0.59,0.0075
08/21/1964,0.6,0.0075
08/24/1964,0.6,0.0075
08/24/1964,0.6,0.0075
08/25/1964,0.6,0.0075
08/25/1964,0.59,0.0075
08/26/1964,0.59,0.0075
08/26/1964,0.59,0.0075
08/27/1964,0.59,0.0075
08/27/1964,0.59,0.0075
08/28/1964,0.59,0.0075
08/28/1964,0.6,0.0075
08/31/1964,0.6,0.0075
08/31/1964,0.6,0.0075
09/01/1964,0.6,0.0075
09/01/1964,0.6,0.0075
09/02/1964,0.6,0.0075
09/02/1964,0.6,0.0075
09/03/1964,0.6,0.0075
09/03/1964,0.61,0.0075
09/04/1964,0.61,0.0075
09/04/1964,0.61,0.0075
09/08/1964,0.61,0.0075
09/08/1964,0.6,0.0075
09/09/1964,0.6,0.0075
09/09/1964,0.6,0.0075
09/10/1964,0.59,0.0075
09/10/1964,0.58,0.0075
09/11/1964,0.58,0.0075
09/11/1964,0.58,0.0075
09/14/1964,0.58,0.0075
09/14/1964,0.56,0.0075
09/15/1964,0.57,0.0075
09/15/1964,0.57,0.0075
09/16/1964,0.57,0.0075
09/16/1964,0.58,0.0075
09/17/1964,0.59,0.0075
09/17/1964,0.59,0.0075
09/18/1964,0.59,0.0075
09/18/1964,0.58,0.0075
09/21/1964,0.58,0.0075
09/21/1964,0.58,0.0075
09/22/1964,0.58,0.0075
09/22/1964,0.58,0.0075
09/23/1964,0.58,0.0075
09/23/1964,0.59,0.0075
09/24/1964,0.59,0.0075
09/24/1964,0.59,0.0075
09/25/1964,0.59,0.0075
09/25/1964,0.6,0.0075
09/28/1964,0.6,0.0075
09/28/1964,0.6,0.0075
09/29/1964,0.6,0.0075
09/29/1964,0.6,0.0075
09/30/1964,0.6,0.0075
09/30/1964,0.6,0.0075
10/01/1964,0.6,0.0075
10/01/1964,0.59,0.0075
10/02/1964,0.59,0.0075
10/02/1964,0.59,0.0075
10/05/1964,0.59,0.0075
10/05/1964,0.59,0.0075
10/06/1964,0.58,0.0075
10/06/1964,0.58,0.0075
10/07/1964,0.58,0.0075
10/07/1964,0.58,0.0075
10/08/1964,0.58,0.0075
10/08/1964,0.59,0.0075
10/09/1964,0.59,0.0075
10/09/1964,0.59,0.0075
10/12/1964,0.59,0.0075
10/12/1964,0.59,0.0075
10/13/1964,0.58,0.0075
10/13/1964,0.58,0.0075
10/14/1964,0.58,0.0075
10/14/1964,0.58,0.0075
10/15/1964,0.58,0.0075
10/15/1964,0.58,0.0075
10/16/1964,0.58,0.0075
10/16/1964,0.59,0.0075
10/19/1964,0.59,0.0075
10/19/1964,0.59,0.0075
10/20/1964,0.58,0.0075
10/20/1964,0.58,0.0075
10/21/1964,0.58,0.0075
10/21/1964,0.58,0.0075
10/22/1964,0.58,0.0075
10/22/1964,0.58,0.0075
10/23/1964,0.58,0.0075
10/23/1964,0.58,0.0075
10/26/1964,0.58,0.0075
10/26/1964,0.57,0.0075
10/27/1964,0.57,0.0075
10/27/1964,0.57,0.0075
10/28/1964,0.57,0.0075
10/28/1964,0.57,0.0075
10/29/1964,0.57,0.0075
10/29/1964,0.58,0.0075
10/30/1964,0.58,0.0075
10/30/1964,0.57,0.0075
11/02/1964,0.57,0.00791
11/02/1964,0.57,0.00791
11/04/1964,0.57,0.00791
11/04/1964,0.57,0.00791
11/05/1964,0.57,0.00791
11/05/1964,0.57,0.00791
11/06/1964,0.57,0.00791
11/06/1964,0.57,0.00791
11/09/1964,0.57,0.00791
11/09/1964,0.57,0.00791
11/10/1964,0.57,0.00791
11/10/1964,0.57,0.00791
11/11/1964,0.57,0.00791
11/11/1964,0.57,0.00791
11/12/1964,0.57,0.00791
11/12/1964,0.57,0.00791
11/13/1964,0.57,0.00791
11/13/1964,0.58,0.00791
11/16/1964,0.59,0.00791
11/16/1964,0.59,0.00791
11/17/1964,0.59,0.00791
11/17/1964,0.59,0.00791
11/18/1964,0.59,0.00791
11/18/1964,0.58,0.00791
11/19/1964,0.58,0.00791
11/19/1964,0.58,0.00791
11/20/1964,0.58,0.00791
11/20/1964,0.58,0.00791
11/23/1964,0.58,0.00791
11/23/1964,0.58,0.00791
11/24/1964,0.58,0.00791
11/24/1964,0.57,0.00791
11/25/1964,0.57,0.00791
11/25/1964,0.57,0.00791
11/27/1964,0.57,0.00791
11/27/1964,0.57,0.00791
11/30/1964,0.57,0.00791
11/30/1964,0.56,0.00791
12/01/1964,0.56,0.00791
12/01/1964,0.56,0.00791
12/02/1964,0.56,0.00791
12/02/1964,0.56,0.00791
12/03/1964,0.56,0.00791
12/03/1964,0.56,0.00791
12/04/1964,0.57,0.00791
12/04/1964,0.57,0.00791
12/07/1964,0.57,0.00791
12/07/1964,0.57,0.00791
12/08/1964,0.57,0.00791
12/08/1964,0.56,0.00791
12/09/1964,0.56,0.00791
12/09/1964,0.56,0.00791
12/10/1964,0.56,0.00791
12/10/1964,0.56,0.00791
12/11/1964,0.56,0.00791
12/11/1964,0.57,0.00791
12/14/1964,0.57,0.00791
12/14/1964,0.56,0.00791
12/15/1964,0.56,0.00791
12/15/1964,0.56,0.00791
12/16/1964,0.56,0.00791
12/16/1964,0.56,0.00791
12/17/1964,0.56,0.00791
12/17/1964,0.57,0.00791
12/18/1964,0.57,0.00791
12/18/1964,0.57,0.00791
12/21/1964,0.57,0.00791
12/21/1964,0.57,0.00791
12/22/1964,0.57,0.00791
12/22/1964,0.57,0.00791
12/23/1964,0.57,0.00791
12/23/1964,0.56,0.00791
12/24/1964,0.56,0.00791
12/24/1964,0.57,0.00791
12/28/1964,0.57,0.00791
12/28/1964,0.56,0.00791
12/29/1964,0.56,0.00791
12/29/1964,0.56,0.00791
12/30/1964,0.56,0.00791
12/30/1964,0.56,0.00791
12/31/1964,0.56,0.00791
12/31/1964,0.56,0.00791
01/04/1965,0.56,0.00791
01/04/1965,0.55,0.00791
01/05/1965,0.55,0.00791
01/05/1965,0.55,0.00791
01/06/1965,0.56,0.00791
01/06/1965,0.56,0.00791
01/07/1965,0.56,0.00791
01/07/1965,0.57,0.00791
01/08/1965,0.57,0.00791
01/08/1965,0.58,0.00791
01/11/1965,0.58,0.00791
01/11/1965,0.58,0.00791
01/12/1965,0.58,0.00791
01/12/1965,0.58,0.00791
01/13/1965,0.58,0.00791
01/13/1965,0.58,0.00791
01/14/1965,0.58,0.00791
01/14/1965,0.59,0.00791
01/15/1965,0.59,0.00791
01/15/1965,0.6,0.00791
01/18/1965,0.6,0.00791
01/18/1965,0.6,0.00791
01/19/1965,0.6,0.00791
01/19/1965,0.61,0.00791
01/20/1965,0.61,0.00791
01/20/1965,0.61,0.00791
01/21/1965,0.61,0.00791
01/21/1965,0.61,0.00791
01/22/1965,0.61,0.00791
01/22/1965,0.61,0.00791
01/25/1965,0.61,0.00791
01/25/1965,0.61,0.00791
01/26/1965,0.61,0.00791
01/26/1965,0.61,0.00791
01/27/1965,0.61,0.00791
01/27/1965,0.61,0.00791
01/28/1965,0.61,0.00791
01/28/1965,0.61,0.00791
01/29/1965,0.61,0.00791
01/29/1965,0.61,0.00791
02/01/1965,0.61,0.00791
02/01/1965,0.61,0.00791
02/02/1965,0.61,0.00874
02/02/1965,0.61,0.00874
02/03/1965,0.61,0.00874
02/03/1965,0.61,0.00874
02/04/1965,0.61,0.00874
02/04/1965,0.61,0.00874
02/05/1965,0.61,0.00874
02/05/1965,0.61,0.00874
02/08/1965,0.61,0.00874
02/08/1965,0.6,0.00874
02/09/1965,0.6,0.00874
02/09/1965,0.61,0.00874
02/10/1965,0.61,0.00874
02/10/1965,0.6,0.00874
02/11/1965,0.6,0.00874
02/11/1965,0.6,0.00874
02/12/1965,0.6,0.00874
02/12/1965,0.6,0.00874
02/15/1965,0.6,0.00874
02/15/1965,0.59,0.00874
02/16/1965,0.59,0.00874
02/16/1965,0.59,0.00874
02/17/1965,0.59,0.00874
02/17/1965,0.59,0.00874
02/18/1965,0.59,0.00874
02/18/1965,0.61,0.00874
02/19/1965,0.61,0.00874
02/19/1965,0.61,0.00874
02/23/1965,0.61,0.00874
02/23/1965,0.61,0.00874
02/24/1965,0.61,0.00874
02/24/1965,0.62,0.00874
02/25/1965,0.62,0.00874
02/25/1965,0.62,0.00874
02/26/1965,0.62,0.00874
02/26/1965,0.62,0.00874
03/01/1965,0.62,0.00874
03/01/1965,0.62,0.00874
03/02/1965,0.62,0.00874
03/02/1965,0.62,0.00874
03/03/1965,0.62,0.00874
03/03/1965,0.62,0.00874
03/04/1965,0.62,0.00874
03/04/1965,0.61,0.00874
03/05/1965,0.61,0.00874
03/05/1965,0.62,0.00874
03/08/1965,0.62,0.00874
03/08/1965,0.62,0.00874
03/09/1965,0.62,0.00874
03/09/1965,0.63,0.00874
03/10/1965,0.63,0.00874
03/10/1965,0.63,0.00874
03/11/1965,0.63,0.00874
03/11/1965,0.63,0.00874
03/12/1965,0.63,0.00874
03/12/1965,0.64,0.00874
03/15/1965,0.64,0.00874
03/15/1965,0.64,0.00874
03/16/1965,0.64,0.00874
03/16/1965,0.64,0.00874
03/17/1965,0.64,0.00874
03/17/1965,0.63,0.00874
03/18/1965,0.63,0.00874
03/18/1965,0.64,0.00874
03/19/1965,0.63,0.00874
03/19/1965,0.63,0.00874
03/22/1965,0.63,0.00874
03/22/1965,0.63,0.00874
03/23/1965,0.63,0.00874
03/23/1965,0.63,0.00874
03/24/1965,0.63,0.00874
03/24/1965,0.63,0.00874
03/25/1965,0.63,0.00874
03/25/1965,0.62,0.00874
03/26/1965,0.62,0.00874
03/26/1965,0.61,0.00874
03/29/1965,0.62,0.00874
03/29/1965,0.62,0.00874
03/30/1965,0.62,0.00874
03/30/1965,0.62,0.00874
03/31/1965,0.62,0.00874
03/31/1965,0.62,0.00874
04/01/1965,0.62,0.00874
04/01/1965,0.62,0.00874
04/02/1965,0.62,0.00874
04/02/1965,0.63,0.00874
04/05/1965,0.63,0.00874
04/05/1965,0.63,0.00874
04/06/1965,0.63,0.00874
04/06/1965,0.62,0.00874
04/07/1965,0.62,0.00874
04/07/1965,0.62,0.00874
04/08/1965,0.63,0.00874
04/08/1965,0.63,0.00874
04/09/1965,0.63,0.00874
04/09/1965,0.64,0.00874
04/12/1965,0.64,0.00874
04/12/1965,0.64,0.00874
04/13/1965,0.64,0.00874
04/13/1965,0.65,0.00874
04/14/1965,0.65,0.00874
04/14/1965,0.65,0.00874
04/15/1965,0.65,0.00874
04/15/1965,0.65,0.00874
04/19/1965,0.65,0.00874
04/19/1965,0.66,0.00874
04/20/1965,0.66,0.00874
04/20/1965,0.66,0.00874
04/21/1965,0.65,0.00874
04/21/1965,0.65,0.00874
04/22/1965,0.66,0.00874
04/22/1965,0.66,0.00874
04/23/1965,0.66,0.00874
04/23/1965,0.66,0.00874
04/26/1965,0.66,0.00874
04/26/1965,0.66,0.00874
04/27/1965,0.66,0.00874
04/27/1965,0.66,0.00874
04/28/1965,0.66,0.00874
04/28/1965,0.66,0.00874
04/29/1965,0.66,0.00874
04/29/1965,0.66,0.00874
04/30/1965,0.66,0.00874
04/30/1965,0.66,0.00874
05/03/1965,0.66,0.00874
05/03/1965,0.66,0.00874
05/04/1965,0.66,0.01124
05/04/1965,0.66,0.01124
05/05/1965,0.66,0.01124
05/05/1965,0.66,0.01124
05/06/1965,0.67,0.01124
05/06/1965,0.67,0.01124
05/07/1965,0.67,0.01124
05/07/1965,0.66,0.01124
05/10/1965,0.66,0.01124
05/10/1965,0.66,0.01124
05/11/1965,0.66,0.01124
05/11/1965,0.66,0.01124
05/12/1965,0.66,0.01124
05/12/1965,0.66,0.01124
05/13/1965,0.66,0.01124
05/13/1965,0.66,0.01124
05/14/1965,0.66,0.01124
05/14/1965,0.66,0.01124
05/17/1965,0.66,0.01124
05/17/1965,0.65,0.01124
05/18/1965,0.65,0.01124
05/18/1965,0.65,0.01124
05/19/1965,0.65,0.01124
05/19/1965,0.65,0.01124
05/20/1965,0.65,0.01124
05/20/1965,0.65,0.01124
05/21/1965,0.65,0.01124
05/21/1965,0.64,0.01124
05/24/1965,0.64,0.01124
05/24/1965,0.63,0.01124
05/25/1965,0.63,0.01124
05/25/1965,0.65,0.01124
05/26/1965,0.64,0.01124
05/26/1965,0.64,0.01124
05/27/1965,0.64,0.01124
05/27/1965,0.64,0.01124
05/28/1965,0.64,0.01124
05/28/1965,0.65,0.01124
06/01/1965,0.65,0.00916
