BCE,"BCE, Inc.",
Date,Price,Dividend,Annualized Dividend
09/20/1984,0.4444504976272583,0.0,0.0
09/21/1984,0.4444504361979815,0.0,0.0
09/24/1984,0.4421943426132202,0.0,0.0
09/25/1984,0.4421943426132202,0.0,0.0
09/26/1984,0.4421943426132202,0.0,0.0
09/27/1984,0.4421943426132202,0.0,0.0
09/28/1984,0.4421944037306732,0.0,0.0
10/01/1984,0.4444504976272583,0.0,0.0
10/02/1984,0.4467064142227173,0.0,0.0
10/03/1984,0.4467064142227173,0.0,0.0
10/04/1984,0.4467064142227173,0.0,0.0
10/05/1984,0.44670659152384334,0.0,0.0
10/08/1984,0.44445032122159245,0.0,0.0
10/09/1984,0.4467066834919417,0.0,0.0
10/10/1984,0.4489623373420677,0.0,0.0
10/11/1984,0.4534747917758356,0.0,0.0
10/12/1984,0.4557306499316775,0.0,0.0
10/15/1984,0.4579870434795938,0.0,0.0
10/16/1984,0.4624992311000824,0.0,0.0
10/17/1984,0.4624992311000824,0.0,0.0
10/18/1984,0.4624993533182603,0.0,0.0
10/19/1984,0.47152379155158997,0.0,0.0
10/22/1984,0.4715237309439824,0.0,0.0
10/23/1984,0.46926763653755194,0.0,0.0
10/24/1984,0.4692676345121513,0.0,0.0
10/25/1984,0.46475544571876526,0.0,0.0
10/26/1984,0.46475544571876526,0.0,0.0
10/29/1984,0.46475544571876526,0.0,0.0
10/30/1984,0.46475544571876526,0.0,0.0
10/31/1984,0.46475532491032673,0.0,0.0
11/01/1984,0.4624992594415066,0.0,0.0
11/02/1984,0.4602431654930115,0.0,0.0
11/05/1984,0.46024325891182977,0.0,0.0
11/06/1984,0.46926772763943786,0.0,0.0
11/07/1984,0.47829195857048035,0.0,0.0
11/08/1984,0.47829213653291974,0.0,0.0
11/09/1984,0.4737799173282786,0.0,0.0
11/12/1984,0.47377994656562805,0.0,0.0
11/13/1984,0.4737799173282786,0.0,0.0
11/14/1984,0.47603604154927387,0.0,0.0
11/15/1984,0.47377994656562805,0.0,0.0
11/16/1984,0.47152372890884436,0.0,0.0
11/19/1984,0.46475501923725526,0.0,0.0
11/20/1984,0.46024325692537915,0.0,0.0
11/21/1984,0.46475544772469085,0.0,0.0
11/23/1984,0.46926769685517083,0.0,0.0
11/26/1984,0.47377994656562805,0.0,0.0
11/27/1984,0.4737794189385965,0.0,0.0
11/28/1984,0.480547847591828,0.0,0.0
11/29/1984,0.48280394077301025,0.0,0.0
11/30/1984,0.4828041468588811,0.0,0.0
12/03/1984,0.47829160388086883,0.0,0.0
12/04/1984,0.480547696352005,0.0,0.0
12/05/1984,0.48280394077301025,0.0,0.0
12/06/1984,0.48280394077301025,0.0,0.0
12/07/1984,0.48506003618240356,0.0,0.0
12/10/1984,0.4782921070171194,0.0,0.0
12/11/1984,0.47603604154927387,0.0,0.0
12/12/1984,0.47377988624800904,0.0,0.0
12/13/1984,0.46926763653755194,0.0,0.0
12/14/1984,0.46926769685517083,0.0,0.0
12/17/1984,0.4715238515819822,0.0,0.0
12/18/1984,0.47377957022467326,0.0,0.0
12/19/1984,0.48506003395419256,0.0,0.0
12/20/1984,0.48280394077301025,0.0,0.0
12/21/1984,0.4828039429908575,0.0,0.0
12/24/1984,0.48506003618240356,0.0,0.0
12/26/1984,0.48506003618240356,0.0,0.0
12/27/1984,0.4850602757047724,0.0,0.0
12/28/1984,0.48506003618240356,0.0,0.0
12/31/1984,0.48506003618240356,0.0,0.0
01/02/1985,0.4828037888231412,0.0,0.0
01/03/1985,0.48054805271468076,0.0,0.0
01/04/1985,0.4760359809444281,0.0,0.0
01/07/1985,0.4715238515819822,0.0,0.0
01/08/1985,0.47152379155158997,0.0,0.0
01/09/1985,0.4715238515819822,0.0,0.0
01/10/1985,0.4737797702820796,0.0,0.0
01/11/1985,0.4782921070171194,0.0,0.0
01/14/1985,0.47603601217269903,0.0,0.0
01/15/1985,0.4760359809444281,0.0,0.0
01/16/1985,0.4715237309439824,0.0,0.0
01/17/1985,0.46926775659833636,0.0,0.0
01/18/1985,0.47377988624800904,0.0,0.0
01/21/1985,0.4737794189385965,0.0,0.0
01/22/1985,0.48280418139916875,0.0,0.0
01/23/1985,0.4873161931191721,0.0,0.0
01/24/1985,0.49182856512499284,0.0,0.0
01/25/1985,0.5008526515960693,0.0,0.0
01/28/1985,0.5076212318320024,0.0,0.0
01/29/1985,0.5143896330774358,0.0,0.0
01/30/1985,0.5121330080073994,0.0,0.0
01/31/1985,0.5166457279593544,0.0,0.0
02/01/1985,0.5031088590621948,0.0,0.0
02/04/1985,0.5008529424667358,0.0,0.0
02/05/1985,0.5008529424667358,0.0,0.0
02/06/1985,0.5008527655237993,0.0,0.0
02/07/1985,0.5031091560066016,0.0,0.0
02/08/1985,0.4985969662666321,0.0,0.0
02/11/1985,0.49859672458204507,0.0,0.0
02/12/1985,0.4918282926082611,0.0,0.0
02/13/1985,0.49182856512499284,0.0,0.0
02/14/1985,0.5008529424667358,0.0,0.0
02/15/1985,0.5008529424667358,0.0,0.0
02/19/1985,0.5008529424667358,0.0,0.0
02/20/1985,0.5008526492331709,0.0,0.0
02/21/1985,0.5031090368021716,0.0,0.0
02/22/1985,0.4963403642177582,0.0,0.0
02/25/1985,0.4918283157570417,0.0,0.0
